,snapshot,objective,stores,generators
214,2018-01-09 22:00:00,1,1,1
215,2018-01-09 23:00:00,1,1,1
216,2018-01-10 00:00:00,1,1,1
217,2018-01-10 01:00:00,1,1,1
218,2018-01-10 02:00:00,1,1,1
219,2018-01-10 03:00:00,1,1,1
220,2018-01-10 04:00:00,1,1,1
221,2018-01-10 05:00:00,1,1,1
222,2018-01-10 06:00:00,1,1,1
223,2018-01-10 07:00:00,1,1,1
224,2018-01-10 08:00:00,1,1,1
225,2018-01-10 09:00:00,1,1,1
226,2018-01-10 10:00:00,1,1,1
227,2018-01-10 11:00:00,1,1,1
228,2018-01-10 12:00:00,1,1,1
229,2018-01-10 13:00:00,1,1,1
230,2018-01-10 14:00:00,1,1,1
231,2018-01-10 15:00:00,1,1,1
232,2018-01-10 16:00:00,1,1,1
233,2018-01-10 17:00:00,1,1,1
234,2018-01-10 18:00:00,1,1,1
235,2018-01-10 19:00:00,1,1,1
236,2018-01-10 20:00:00,1,1,1
237,2018-01-10 21:00:00,1,1,1
238,2018-01-10 22:00:00,1,1,1
239,2018-01-10 23:00:00,1,1,1
240,2018-01-11 00:00:00,1,1,1
241,2018-01-11 01:00:00,1,1,1
242,2018-01-11 02:00:00,1,1,1
243,2018-01-11 03:00:00,1,1,1
244,2018-01-11 04:00:00,1,1,1
245,2018-01-11 05:00:00,1,1,1
246,2018-01-11 06:00:00,1,1,1
247,2018-01-11 07:00:00,1,1,1
248,2018-01-11 08:00:00,1,1,1
249,2018-01-11 09:00:00,1,1,1
250,2018-01-11 10:00:00,1,1,1
251,2018-01-11 11:00:00,1,1,1
252,2018-01-11 12:00:00,1,1,1
253,2018-01-11 13:00:00,1,1,1
254,2018-01-11 14:00:00,1,1,1
255,2018-01-11 15:00:00,1,1,1
256,2018-01-11 16:00:00,1,1,1
257,2018-01-11 17:00:00,1,1,1
258,2018-01-11 18:00:00,1,1,1
259,2018-01-11 19:00:00,1,1,1
260,2018-01-11 20:00:00,1,1,1
261,2018-01-11 21:00:00,1,1,1
262,2018-01-11 22:00:00,1,1,1
263,2018-01-11 23:00:00,1,1,1
264,2018-01-12 00:00:00,1,1,1
265,2018-01-12 01:00:00,1,1,1
266,2018-01-12 02:00:00,1,1,1
267,2018-01-12 03:00:00,1,1,1
268,2018-01-12 04:00:00,1,1,1
269,2018-01-12 05:00:00,1,1,1
270,2018-01-12 06:00:00,1,1,1
271,2018-01-12 07:00:00,1,1,1
272,2018-01-12 08:00:00,1,1,1
273,2018-01-12 09:00:00,1,1,1
274,2018-01-12 10:00:00,1,1,1
275,2018-01-12 11:00:00,1,1,1
276,2018-01-12 12:00:00,1,1,1
277,2018-01-12 13:00:00,1,1,1
278,2018-01-12 14:00:00,1,1,1
279,2018-01-12 15:00:00,1,1,1
280,2018-01-12 16:00:00,1,1,1
281,2018-01-12 17:00:00,1,1,1
282,2018-01-12 18:00:00,1,1,1
283,2018-01-12 19:00:00,1,1,1
284,2018-01-12 20:00:00,1,1,1
285,2018-01-12 21:00:00,1,1,1
286,2018-01-12 22:00:00,1,1,1
287,2018-01-12 23:00:00,1,1,1
288,2018-01-13 00:00:00,1,1,1
289,2018-01-13 01:00:00,1,1,1
290,2018-01-13 02:00:00,1,1,1
291,2018-01-13 03:00:00,1,1,1
292,2018-01-13 04:00:00,1,1,1
293,2018-01-13 05:00:00,1,1,1
294,2018-01-13 06:00:00,1,1,1
295,2018-01-13 07:00:00,1,1,1
296,2018-01-13 08:00:00,1,1,1
297,2018-01-13 09:00:00,1,1,1
298,2018-01-13 10:00:00,1,1,1
299,2018-01-13 11:00:00,1,1,1
300,2018-01-13 12:00:00,1,1,1
301,2018-01-13 13:00:00,1,1,1
302,2018-01-13 14:00:00,1,1,1
303,2018-01-13 15:00:00,1,1,1
304,2018-01-13 16:00:00,1,1,1
305,2018-01-13 17:00:00,1,1,1
306,2018-01-13 18:00:00,1,1,1
307,2018-01-13 19:00:00,1,1,1
308,2018-01-13 20:00:00,1,1,1
309,2018-01-13 21:00:00,1,1,1
310,2018-01-13 22:00:00,1,1,1
311,2018-01-13 23:00:00,1,1,1
312,2018-01-14 00:00:00,1,1,1
313,2018-01-14 01:00:00,1,1,1
314,2018-01-14 02:00:00,1,1,1
315,2018-01-14 03:00:00,1,1,1
316,2018-01-14 04:00:00,1,1,1
317,2018-01-14 05:00:00,1,1,1
318,2018-01-14 06:00:00,1,1,1
319,2018-01-14 07:00:00,1,1,1
320,2018-01-14 08:00:00,1,1,1
321,2018-01-14 09:00:00,1,1,1
322,2018-01-14 10:00:00,1,1,1
323,2018-01-14 11:00:00,1,1,1
324,2018-01-14 12:00:00,1,1,1
325,2018-01-14 13:00:00,1,1,1
326,2018-01-14 14:00:00,1,1,1
327,2018-01-14 15:00:00,1,1,1
328,2018-01-14 16:00:00,1,1,1
329,2018-01-14 17:00:00,1,1,1
330,2018-01-14 18:00:00,1,1,1
331,2018-01-14 19:00:00,1,1,1
332,2018-01-14 20:00:00,1,1,1
333,2018-01-14 21:00:00,1,1,1
334,2018-01-14 22:00:00,1,1,1
335,2018-01-14 23:00:00,1,1,1
336,2018-01-15 00:00:00,1,1,1
337,2018-01-15 01:00:00,1,1,1
338,2018-01-15 02:00:00,1,1,1
339,2018-01-15 03:00:00,1,1,1
340,2018-01-15 04:00:00,1,1,1
341,2018-01-15 05:00:00,1,1,1
342,2018-01-15 06:00:00,1,1,1
343,2018-01-15 07:00:00,1,1,1
344,2018-01-15 08:00:00,1,1,1
345,2018-01-15 09:00:00,1,1,1
346,2018-01-15 10:00:00,1,1,1
347,2018-01-15 11:00:00,1,1,1
348,2018-01-15 12:00:00,1,1,1
349,2018-01-15 13:00:00,1,1,1
350,2018-01-15 14:00:00,1,1,1
351,2018-01-15 15:00:00,1,1,1
352,2018-01-15 16:00:00,1,1,1
353,2018-01-15 17:00:00,1,1,1
354,2018-01-15 18:00:00,1,1,1
355,2018-01-15 19:00:00,1,1,1
356,2018-01-15 20:00:00,1,1,1
357,2018-01-15 21:00:00,1,1,1
358,2018-01-15 22:00:00,1,1,1
359,2018-01-15 23:00:00,1,1,1
360,2018-01-16 00:00:00,1,1,1
361,2018-01-16 01:00:00,1,1,1
362,2018-01-16 02:00:00,1,1,1
363,2018-01-16 03:00:00,1,1,1
364,2018-01-16 04:00:00,1,1,1
365,2018-01-16 05:00:00,1,1,1
366,2018-01-16 06:00:00,1,1,1
367,2018-01-16 07:00:00,1,1,1
368,2018-01-16 08:00:00,1,1,1
369,2018-01-16 09:00:00,1,1,1
370,2018-01-16 10:00:00,1,1,1
371,2018-01-16 11:00:00,1,1,1
372,2018-01-16 12:00:00,1,1,1
373,2018-01-16 13:00:00,1,1,1
374,2018-01-16 14:00:00,1,1,1
375,2018-01-16 15:00:00,1,1,1
376,2018-01-16 16:00:00,1,1,1
377,2018-01-16 17:00:00,1,1,1
378,2018-01-16 18:00:00,1,1,1
379,2018-01-16 19:00:00,1,1,1
380,2018-01-16 20:00:00,1,1,1
381,2018-01-16 21:00:00,1,1,1
382,2018-01-16 22:00:00,1,1,1
383,2018-01-16 23:00:00,1,1,1
384,2018-01-17 00:00:00,1,1,1
385,2018-01-17 01:00:00,1,1,1
386,2018-01-17 02:00:00,1,1,1
387,2018-01-17 03:00:00,1,1,1
388,2018-01-17 04:00:00,1,1,1
389,2018-01-17 05:00:00,1,1,1
390,2018-01-17 06:00:00,1,1,1
391,2018-01-17 07:00:00,1,1,1
392,2018-01-17 08:00:00,1,1,1
393,2018-01-17 09:00:00,1,1,1
394,2018-01-17 10:00:00,1,1,1
395,2018-01-17 11:00:00,1,1,1
396,2018-01-17 12:00:00,1,1,1
397,2018-01-17 13:00:00,1,1,1
398,2018-01-17 14:00:00,1,1,1
399,2018-01-17 15:00:00,1,1,1
400,2018-01-17 16:00:00,1,1,1
401,2018-01-17 17:00:00,1,1,1
402,2018-01-17 18:00:00,1,1,1
403,2018-01-17 19:00:00,1,1,1
404,2018-01-17 20:00:00,1,1,1
405,2018-01-17 21:00:00,1,1,1
406,2018-01-17 22:00:00,1,1,1
407,2018-01-17 23:00:00,1,1,1
408,2018-01-18 00:00:00,1,1,1
409,2018-01-18 01:00:00,1,1,1
410,2018-01-18 02:00:00,1,1,1
411,2018-01-18 03:00:00,1,1,1
412,2018-01-18 04:00:00,1,1,1
413,2018-01-18 05:00:00,1,1,1
414,2018-01-18 06:00:00,1,1,1
415,2018-01-18 07:00:00,1,1,1
416,2018-01-18 08:00:00,1,1,1
417,2018-01-18 09:00:00,1,1,1
418,2018-01-18 10:00:00,1,1,1
419,2018-01-18 11:00:00,1,1,1
420,2018-01-18 12:00:00,1,1,1
421,2018-01-18 13:00:00,1,1,1
422,2018-01-18 14:00:00,1,1,1
423,2018-01-18 15:00:00,1,1,1
424,2018-01-18 16:00:00,1,1,1
425,2018-01-18 17:00:00,1,1,1
426,2018-01-18 18:00:00,1,1,1
427,2018-01-18 19:00:00,1,1,1
428,2018-01-18 20:00:00,1,1,1
429,2018-01-18 21:00:00,1,1,1
430,2018-01-18 22:00:00,1,1,1
431,2018-01-18 23:00:00,1,1,1
432,2018-01-19 00:00:00,1,1,1
433,2018-01-19 01:00:00,1,1,1
434,2018-01-19 02:00:00,1,1,1
435,2018-01-19 03:00:00,1,1,1
436,2018-01-19 04:00:00,1,1,1
437,2018-01-19 05:00:00,1,1,1
438,2018-01-19 06:00:00,1,1,1
439,2018-01-19 07:00:00,1,1,1
440,2018-01-19 08:00:00,1,1,1
441,2018-01-19 09:00:00,1,1,1
442,2018-01-19 10:00:00,1,1,1
443,2018-01-19 11:00:00,1,1,1
444,2018-01-19 12:00:00,1,1,1
445,2018-01-19 13:00:00,1,1,1
446,2018-01-19 14:00:00,1,1,1
447,2018-01-19 15:00:00,1,1,1
448,2018-01-19 16:00:00,1,1,1
449,2018-01-19 17:00:00,1,1,1
450,2018-01-19 18:00:00,1,1,1
451,2018-01-19 19:00:00,1,1,1
452,2018-01-19 20:00:00,1,1,1
453,2018-01-19 21:00:00,1,1,1
454,2018-01-19 22:00:00,1,1,1
455,2018-01-19 23:00:00,1,1,1
456,2018-01-20 00:00:00,1,1,1
457,2018-01-20 01:00:00,1,1,1
458,2018-01-20 02:00:00,1,1,1
459,2018-01-20 03:00:00,1,1,1
460,2018-01-20 04:00:00,1,1,1
461,2018-01-20 05:00:00,1,1,1
462,2018-01-20 06:00:00,1,1,1
463,2018-01-20 07:00:00,1,1,1
464,2018-01-20 08:00:00,1,1,1
465,2018-01-20 09:00:00,1,1,1
466,2018-01-20 10:00:00,1,1,1
467,2018-01-20 11:00:00,1,1,1
468,2018-01-20 12:00:00,1,1,1
469,2018-01-20 13:00:00,1,1,1
470,2018-01-20 14:00:00,1,1,1
471,2018-01-20 15:00:00,1,1,1
472,2018-01-20 16:00:00,1,1,1
473,2018-01-20 17:00:00,1,1,1
474,2018-01-20 18:00:00,1,1,1
475,2018-01-20 19:00:00,1,1,1
476,2018-01-20 20:00:00,1,1,1
477,2018-01-20 21:00:00,1,1,1
478,2018-01-20 22:00:00,1,1,1
479,2018-01-20 23:00:00,1,1,1
480,2018-01-21 00:00:00,1,1,1
481,2018-01-21 01:00:00,1,1,1
482,2018-01-21 02:00:00,1,1,1
483,2018-01-21 03:00:00,1,1,1
484,2018-01-21 04:00:00,1,1,1
485,2018-01-21 05:00:00,1,1,1
486,2018-01-21 06:00:00,1,1,1
487,2018-01-21 07:00:00,1,1,1
488,2018-01-21 08:00:00,1,1,1
489,2018-01-21 09:00:00,1,1,1
490,2018-01-21 10:00:00,1,1,1
491,2018-01-21 11:00:00,1,1,1
492,2018-01-21 12:00:00,1,1,1
493,2018-01-21 13:00:00,1,1,1
494,2018-01-21 14:00:00,1,1,1
495,2018-01-21 15:00:00,1,1,1
496,2018-01-21 16:00:00,1,1,1
497,2018-01-21 17:00:00,1,1,1
498,2018-01-21 18:00:00,1,1,1
499,2018-01-21 19:00:00,1,1,1
500,2018-01-21 20:00:00,1,1,1
501,2018-01-21 21:00:00,1,1,1
502,2018-01-21 22:00:00,1,1,1
503,2018-01-21 23:00:00,1,1,1
504,2018-01-22 00:00:00,1,1,1
505,2018-01-22 01:00:00,1,1,1
506,2018-01-22 02:00:00,1,1,1
507,2018-01-22 03:00:00,1,1,1
508,2018-01-22 04:00:00,1,1,1
509,2018-01-22 05:00:00,1,1,1
510,2018-01-22 06:00:00,1,1,1
511,2018-01-22 07:00:00,1,1,1
512,2018-01-22 08:00:00,1,1,1
513,2018-01-22 09:00:00,1,1,1
514,2018-01-22 10:00:00,1,1,1
515,2018-01-22 11:00:00,1,1,1
516,2018-01-22 12:00:00,1,1,1
517,2018-01-22 13:00:00,1,1,1
518,2018-01-22 14:00:00,1,1,1
519,2018-01-22 15:00:00,1,1,1
520,2018-01-22 16:00:00,1,1,1
521,2018-01-22 17:00:00,1,1,1
522,2018-01-22 18:00:00,1,1,1
523,2018-01-22 19:00:00,1,1,1
524,2018-01-22 20:00:00,1,1,1
525,2018-01-22 21:00:00,1,1,1
526,2018-01-22 22:00:00,1,1,1
527,2018-01-22 23:00:00,1,1,1
528,2018-01-23 00:00:00,1,1,1
529,2018-01-23 01:00:00,1,1,1
530,2018-01-23 02:00:00,1,1,1
531,2018-01-23 03:00:00,1,1,1
532,2018-01-23 04:00:00,1,1,1
533,2018-01-23 05:00:00,1,1,1
534,2018-01-23 06:00:00,1,1,1
535,2018-01-23 07:00:00,1,1,1
536,2018-01-23 08:00:00,1,1,1
537,2018-01-23 09:00:00,1,1,1
538,2018-01-23 10:00:00,1,1,1
539,2018-01-23 11:00:00,1,1,1
540,2018-01-23 12:00:00,1,1,1
541,2018-01-23 13:00:00,1,1,1
542,2018-01-23 14:00:00,1,1,1
543,2018-01-23 15:00:00,1,1,1
544,2018-01-23 16:00:00,1,1,1
545,2018-01-23 17:00:00,1,1,1
546,2018-01-23 18:00:00,1,1,1
547,2018-01-23 19:00:00,1,1,1
548,2018-01-23 20:00:00,1,1,1
549,2018-01-23 21:00:00,1,1,1
550,2018-01-23 22:00:00,1,1,1
551,2018-01-23 23:00:00,1,1,1
552,2018-01-24 00:00:00,1,1,1
553,2018-01-24 01:00:00,1,1,1
554,2018-01-24 02:00:00,1,1,1
555,2018-01-24 03:00:00,1,1,1
556,2018-01-24 04:00:00,1,1,1
557,2018-01-24 05:00:00,1,1,1
558,2018-01-24 06:00:00,1,1,1
559,2018-01-24 07:00:00,1,1,1
560,2018-01-24 08:00:00,1,1,1
561,2018-01-24 09:00:00,1,1,1
562,2018-01-24 10:00:00,1,1,1
563,2018-01-24 11:00:00,1,1,1
564,2018-01-24 12:00:00,1,1,1
565,2018-01-24 13:00:00,1,1,1
566,2018-01-24 14:00:00,1,1,1
567,2018-01-24 15:00:00,1,1,1
568,2018-01-24 16:00:00,1,1,1
569,2018-01-24 17:00:00,1,1,1
570,2018-01-24 18:00:00,1,1,1
571,2018-01-24 19:00:00,1,1,1
572,2018-01-24 20:00:00,1,1,1
573,2018-01-24 21:00:00,1,1,1
574,2018-01-24 22:00:00,1,1,1
575,2018-01-24 23:00:00,1,1,1
576,2018-01-25 00:00:00,1,1,1
577,2018-01-25 01:00:00,1,1,1
578,2018-01-25 02:00:00,1,1,1
579,2018-01-25 03:00:00,1,1,1
580,2018-01-25 04:00:00,1,1,1
581,2018-01-25 05:00:00,1,1,1
582,2018-01-25 06:00:00,1,1,1
583,2018-01-25 07:00:00,1,1,1
584,2018-01-25 08:00:00,1,1,1
585,2018-01-25 09:00:00,1,1,1
586,2018-01-25 10:00:00,1,1,1
587,2018-01-25 11:00:00,1,1,1
588,2018-01-25 12:00:00,1,1,1
589,2018-01-25 13:00:00,1,1,1
590,2018-01-25 14:00:00,1,1,1
591,2018-01-25 15:00:00,1,1,1
592,2018-01-25 16:00:00,1,1,1
593,2018-01-25 17:00:00,1,1,1
594,2018-01-25 18:00:00,1,1,1
595,2018-01-25 19:00:00,1,1,1
596,2018-01-25 20:00:00,1,1,1
597,2018-01-25 21:00:00,1,1,1
598,2018-01-25 22:00:00,1,1,1
599,2018-01-25 23:00:00,1,1,1
600,2018-01-26 00:00:00,1,1,1
601,2018-01-26 01:00:00,1,1,1
602,2018-01-26 02:00:00,1,1,1
603,2018-01-26 03:00:00,1,1,1
604,2018-01-26 04:00:00,1,1,1
605,2018-01-26 05:00:00,1,1,1
606,2018-01-26 06:00:00,1,1,1
607,2018-01-26 07:00:00,1,1,1
608,2018-01-26 08:00:00,1,1,1
609,2018-01-26 09:00:00,1,1,1
610,2018-01-26 10:00:00,1,1,1
611,2018-01-26 11:00:00,1,1,1
612,2018-01-26 12:00:00,1,1,1
613,2018-01-26 13:00:00,1,1,1
614,2018-01-26 14:00:00,1,1,1
615,2018-01-26 15:00:00,1,1,1
616,2018-01-26 16:00:00,1,1,1
617,2018-01-26 17:00:00,1,1,1
618,2018-01-26 18:00:00,1,1,1
619,2018-01-26 19:00:00,1,1,1
620,2018-01-26 20:00:00,1,1,1
621,2018-01-26 21:00:00,1,1,1
622,2018-01-26 22:00:00,1,1,1
623,2018-01-26 23:00:00,1,1,1
624,2018-01-27 00:00:00,1,1,1
625,2018-01-27 01:00:00,1,1,1
626,2018-01-27 02:00:00,1,1,1
627,2018-01-27 03:00:00,1,1,1
628,2018-01-27 04:00:00,1,1,1
629,2018-01-27 05:00:00,1,1,1
630,2018-01-27 06:00:00,1,1,1
631,2018-01-27 07:00:00,1,1,1
632,2018-01-27 08:00:00,1,1,1
633,2018-01-27 09:00:00,1,1,1
634,2018-01-27 10:00:00,1,1,1
635,2018-01-27 11:00:00,1,1,1
636,2018-01-27 12:00:00,1,1,1
637,2018-01-27 13:00:00,1,1,1
638,2018-01-27 14:00:00,1,1,1
639,2018-01-27 15:00:00,1,1,1
640,2018-01-27 16:00:00,1,1,1
641,2018-01-27 17:00:00,1,1,1
642,2018-01-27 18:00:00,1,1,1
643,2018-01-27 19:00:00,1,1,1
644,2018-01-27 20:00:00,1,1,1
645,2018-01-27 21:00:00,1,1,1
646,2018-01-27 22:00:00,1,1,1
647,2018-01-27 23:00:00,1,1,1
648,2018-01-28 00:00:00,1,1,1
649,2018-01-28 01:00:00,1,1,1
650,2018-01-28 02:00:00,1,1,1
651,2018-01-28 03:00:00,1,1,1
652,2018-01-28 04:00:00,1,1,1
653,2018-01-28 05:00:00,1,1,1
654,2018-01-28 06:00:00,1,1,1
655,2018-01-28 07:00:00,1,1,1
656,2018-01-28 08:00:00,1,1,1
657,2018-01-28 09:00:00,1,1,1
658,2018-01-28 10:00:00,1,1,1
659,2018-01-28 11:00:00,1,1,1
660,2018-01-28 12:00:00,1,1,1
661,2018-01-28 13:00:00,1,1,1
662,2018-01-28 14:00:00,1,1,1
663,2018-01-28 15:00:00,1,1,1
664,2018-01-28 16:00:00,1,1,1
