,SKN solar pv,SKN wind,SKN geothermal,ATG solar pv,MSR geothermal,MSR solar pv,GLP hydro,GLP geothermal,GLP wind,GLP solar pv,GLP biomass,DMA hydro,DMA geothermal,MTQ wind,MTQ solar pv,MTQ biomass,MTQ geothermal,LCA wind,LCA solar pv,LCA geothermal,BRB solar pv,BRB wind,BRB biomass,SVG solar pv,SVG wind,SVG hydro,GRD solar pv,GRD wind
1249,-0.0,2.0856,36.0,-0.0,1.4727347826086956,-0.0,-0.0,60.0,135.83055709500272,-0.0,-0.0,-0.0,9.0,57.9556066804095,-0.0,-0.0,60.0,29.957065659419637,-0.0,9.407394778338148,-0.0,128.25,-0.0,-0.0,-0.0,-0.0,-0.0,34.69659954849938
1250,-0.0,2.09,36.0,-0.0,1.4727347826086956,-0.0,-0.0,60.0,102.73055709500271,-0.0,-0.0,-0.0,9.0,127.9443933195905,-0.0,-0.0,60.0,-0.0,-0.0,9.407394778338148,-0.0,86.98530120771275,-0.0,-0.0,47.5928435761913,-0.0,-0.0,10.103400451500619
1251,-0.0,2.1032,36.0,-0.0,1.4727347826086956,-0.0,-0.0,60.0,94.3972237616694,-0.0,-0.0,-0.0,9.0,126.64439331959049,-0.0,-0.0,60.0,-0.0,-0.0,9.407394778338148,-0.0,-0.0,-0.0,-0.0,23.599644479192534,-0.0,-0.0,33.49659954849938
1252,-0.0,2.1142000000000003,36.0,-0.0,1.4727347826086956,-0.0,-0.0,60.0,136.3972237616694,-0.0,-0.0,-0.0,9.0,82.66752188832851,-0.0,-0.0,60.0,-0.0,-0.0,9.407394778338148,-0.0,122.24999999999999,-0.0,-0.0,32.63834954849939,-0.0,-0.0,10.503400451500617
1253,-0.0,2.1186000000000003,36.0,-0.0,1.4727347826086956,-0.0,-0.0,60.0,155.22297349821991,-0.0,-0.0,-0.0,9.0,122.17510548511135,-0.0,-0.0,60.0,-0.0,-0.0,9.407394778338148,-0.0,120.0,-0.0,-0.0,49.28834954849938,-0.0,-0.0,13.503400451500617
1254,0.0165,2.1186000000000003,36.0,4.324906945389883,1.4727347826086956,0.003,-0.0,60.0,155.22297349821991,14.773462877279927,-0.0,-0.0,9.0,157.90090324475105,6.407592700812241,-0.0,60.0,-0.0,3.5931466622680905,9.407394778338148,23.94,117.75,-0.0,-0.0,-0.0,-0.0,-0.0,35.42
1255,0.28800000000000003,2.1098,36.0,41.08762515390921,1.4727347826086956,-0.0,-0.0,60.0,155.05370089898523,0.9435228626841647,-0.0,-0.0,9.0,131.72747668158192,55.016916638008546,-0.0,60.0,-0.0,-0.0,9.407394778338148,159.60000000000002,17.471749999999986,-0.0,-0.0,-0.0,-0.0,-0.0,37.80979523540468
1256,-0.0,2.0944000000000003,36.0,63.11384713689211,1.4727347826086956,0.0985,-0.0,60.0,153.86879270434233,21.067316867321622,-0.0,-0.0,9.0,17.20173524694806,100.75387143346144,-0.0,60.0,-0.0,41.91191520791902,9.407394778338148,178.47175000000001,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,40.42
1257,0.873,-0.0,36.0,74.3858395890516,1.4727347826086956,0.1405,-0.0,60.0,-0.0,211.8972237616694,-0.0,-0.0,9.0,-0.0,135.22230113438246,-0.0,60.0,-0.0,51.92815923561094,9.407394778338148,69.72175,116.55,-0.0,-0.0,-0.0,-0.0,17.169592538971386,16.934163433336696
1258,-0.0,-0.0,36.0,91.48028711239037,1.4727347826086956,0.16425,-0.0,60.0,-0.0,175.3027484510243,-0.0,-0.0,9.0,163.92227334707616,-0.0,-0.0,60.0,-0.0,52.428159235610934,9.407394778338148,72.02174999999998,116.85000000000001,-0.0,-0.0,-0.0,-0.0,-0.0,35.10375597230808
1259,1.1025,-0.0,36.0,45.59937841224366,1.4727347826086956,0.1785,-0.0,60.0,-0.0,223.1972237616694,-0.0,-0.0,9.0,138.78894001374283,-0.0,-0.0,60.0,-0.0,45.71191520791902,9.407394778338148,74.22175000000001,114.75,-0.0,-0.0,-0.0,-0.0,21.88111372390798,21.938886276092024
1260,-0.0,-0.0,36.0,134.07632593558242,1.4727347826086956,0.17825,-0.0,60.0,149.2984325250054,21.904343713325215,-0.0,-0.0,9.0,1.7153484015398988,168.80692494553628,-0.0,60.0,46.311915207919014,-0.0,9.407394778338148,192.37175,-0.0,-0.0,22.71659954849938,-0.0,-0.0,-0.0,22.403400451500616
