,SKN solar pv,SKN wind,SKN geothermal,ATG diesel,ATG wind,ATG solar pv,MSR geothermal,MSR solar pv,MSR wind,GLP hydro,GLP geothermal,GLP wind,GLP solar pv,GLP biomass,DMA hydro,DMA wind,DMA geothermal,MTQ wind,MTQ solar pv,MTQ biomass,MTQ geothermal,LCA wind,LCA solar pv,LCA geothermal,BRB diesel,BRB solar pv,BRB wind,SVG solar pv,SVG wind,SVG geothermal,SVG hydro,GRD solar pv,GRD wind,GRD geothermal
12,70.68954076993637,3.6865751365880195,-0.0,-0.0,31.869673648181614,41.264322897619934,-0.0,3.453822719995554,0.3279519213843076,-0.0,-0.0,39.17108935172003,497.92891064827995,-0.0,6.6,4.231746031746033,2.6682539682539677,102.76502792086514,92.33497207913486,-0.0,-0.0,27.50158707984536,26.06968242829435,-0.0,-0.0,160.3023244552058,43.62,10.171929366181772,11.859014234692747,-0.0,-0.0,10.663659965640303,18.645129911666515,-0.0
13,69.3680557140733,3.2980601924511084,-0.0,-0.0,29.935387097280422,41.62860944852113,-0.0,3.259241158305664,0.42253348307419714,-0.0,-0.0,36.64037290483924,485.7596270951608,-0.0,6.6,3.9633477633477643,2.3366522366522364,100.23763245496107,85.96236754503892,-0.0,-0.0,26.727468332412677,24.936217974890248,-0.0,-0.0,202.33861985472154,51.17070217917674,9.70402061533741,11.497746251384228,-0.0,-0.0,9.900021911834859,18.365706983835,-0.0
14,59.532372361938805,7.20911063009601,-0.0,-0.0,27.540556129497986,40.68344041630357,-0.0,2.7679227150386905,0.4203699609822514,-0.0,-0.0,36.310279455246096,475.0897205447539,-0.0,6.6,3.891774891774893,1.6082251082251071,102.59636550622905,72.40363449377095,-0.0,-0.0,26.075578860890417,22.487934755537385,-0.0,-0.0,165.4853510895884,80.22397094430991,9.012329418437048,11.120770964453598,-0.0,-0.0,7.99092677732125,18.213294477745084,-0.0
15,37.932131062474284,6.4968332325116736,-0.0,-0.0,25.422051811844298,37.21338072329568,-0.0,1.8485248360539588,0.398980420309603,-0.0,-0.0,37.08049750429677,467.4195024957032,-0.0,6.6,4.034920634920636,0.9650793650793643,197.77770493451206,97.32762187428176,-0.0,-0.0,25.668147941189,17.137982535470023,-0.0,-0.0,113.0403147699758,94.35,6.835536534074149,10.822332195633516,-0.0,-0.0,5.645467040633101,18.518119489924917,-0.0
16,16.542623824467952,6.086734124811601,-0.0,-0.0,24.22463632795308,14.278515385437192,-0.0,0.7102227001680999,0.3885039103785812,-0.0,-0.0,37.960746703211825,235.14980226537614,-0.0,6.6,4.276479076479077,1.0235209235209233,204.3581091652352,59.31945709929736,-0.0,-0.0,25.668147941189,8.795684158415833,-0.0,-0.0,48.547094430992736,90.89999999999999,3.3567366908399845,10.696673766656637,-0.0,-0.0,2.8909154894063223,19.203975767329545,-0.0
17,1.6858724916655237,6.216239106190571,-0.0,18.385586980314336,24.408854094705575,0.8924072115898245,-0.0,0.05350992946471985,0.39592477070667914,15.0,-0.0,38.95102705199126,14.545348593734607,-0.0,6.6,4.4911976911976925,0.8088023088023082,211.6696694215942,4.40658824166209,-0.0,-0.0,33.46934251978237,0.8160944064509535,-0.0,-0.0,2.834866828087167,89.85,0.34584559845018015,10.775210284767185,-0.0,-0.0,0.38181902690272185,24.21818097309728,-0.0
18,-0.0,6.755843195269614,-0.0,-0.0,25.514160695220546,-0.0,1.35,-0.0,0.4168777905687228,-0.0,-0.0,40.16136970049946,-0.0,-0.0,6.6,4.732756132756134,2.667243867243866,218.6156516651353,-0.0,-0.0,-0.0,51.6,-0.0,-0.0,-0.0,-0.0,92.25,-0.0,10.979405231854612,-0.0,-0.0,-0.0,25.027262414074137,-0.0
19,-0.0,7.381783938601304,-0.0,-0.0,27.35633836274549,-0.0,-0.0,-0.0,0.44481515125782356,-0.0,-0.0,41.8118369484652,-0.0,-0.0,6.6,4.947474747474749,2.952525252525251,226.29278993431228,-0.0,-0.0,-0.0,54.0,-0.0,-0.0,-0.0,-0.0,95.85000000000001,-0.0,20.372471553504475,-0.0,-0.0,-0.0,30.2,-0.0
20,-0.0,7.986140518369831,-0.0,-0.0,29.474842680399185,-0.0,-0.0,-0.0,0.4775542447922668,15.0,-0.0,44.45258454521037,-0.0,-0.0,6.6,5.180086580086581,2.7199134199134196,233.9699282034893,-0.0,-0.0,-0.0,53.4,-0.0,-0.0,-0.0,-0.0,98.85000000000001,-0.0,20.6,-0.0,-0.0,-0.0,29.7,-0.0
21,-0.0,8.61208126170152,-0.0,-0.0,31.501238114676628,-0.0,-0.0,-0.0,0.5098568162065417,15.0,-0.0,46.98330099209116,-0.0,-0.0,6.6,5.403751803751805,1.996248196248195,239.08802038294064,-0.0,-0.0,-0.0,52.4,-0.0,-0.0,-0.0,-0.0,98.25,-0.0,19.7,-0.0,-0.0,-0.0,29.2,-0.0
22,-0.0,9.173269514343724,-0.0,-0.0,33.61974243233032,-0.0,1.251769302293753,-0.0,0.5382306977062471,13.633907060689971,-0.0,48.74379938992127,-0.0,-0.0,6.6,5.5379509379509395,1.6620490620490616,240.55033243421244,-0.0,-0.0,-0.0,50.6,-0.0,-0.0,-0.0,-0.0,94.8,-0.0,19.9,-0.0,-0.0,-0.0,28.8,-0.0
23,-0.0,9.432279477101666,0.42794901824191456,-0.0,34.90926679959778,-0.0,-0.0,-0.0,0.5570011108961399,15.0,-0.0,50.61432893761577,-0.0,-0.0,6.6,5.573737373737375,0.7262626262626259,240.18475442139447,-0.0,-0.0,-0.0,48.0,-0.0,-0.0,-0.0,-0.0,90.89999999999999,-0.0,18.5,-0.0,-0.0,-0.0,27.1,-0.0
24,-0.0,9.281190332159534,-0.0,-0.0,35.36981121647902,-0.0,-0.0,-0.0,0.5604932813096685,15.0,-0.0,51.714640436259586,-0.0,-0.0,6.6,5.564790764790766,0.03520923520923347,235.4322402547611,-0.0,-0.0,-0.0,44.1,-0.0,-0.0,-0.0,-0.0,86.39999999999999,-0.0,17.0,-0.0,-0.0,-0.0,24.9,-0.0
25,-0.0,8.784754570206815,-0.0,-0.0,34.81715791622153,-0.0,1.0249733910144057,-0.0,0.5482706868266642,15.0,-0.0,51.82467158612397,-0.0,-0.0,6.006782106782105,5.493217893217895,-0.0,227.0239459599482,-0.0,-0.0,-0.0,42.3,-0.0,-0.0,-0.0,-0.0,81.30000000000001,-0.0,16.4,-0.0,-0.0,-0.0,23.7,-0.0
26,-0.0,8.201982154001449,-0.0,-0.0,33.52763354895407,-0.0,-0.0,-0.0,0.5273176669646206,15.0,-0.0,51.0544535370733,-0.0,-0.0,6.003607503607503,5.296392496392498,-0.0,217.1533396138635,-0.0,-0.0,-0.0,41.6,-0.0,-0.0,-0.0,-0.0,76.5,-0.0,15.8,-0.0,-0.0,-0.0,22.9,-0.0
27,-0.0,7.619209737796082,-0.0,-0.0,31.68545588142912,-0.0,-0.0,-0.0,0.5015629129476706,15.0,-0.0,49.734079738700714,-0.0,-0.0,5.791486291486291,5.108513708513709,-0.0,209.84177935750444,-0.0,-0.0,-0.0,41.4,-0.0,-0.0,-0.0,-0.0,73.2,-0.0,15.9,-0.0,-0.0,-0.0,22.8,-0.0
28,-0.0,7.187526466532849,-0.0,-0.0,30.211713747409163,-0.0,-0.0,-0.0,0.48017337227502227,15.0,-0.0,48.303674790463745,-0.0,-0.0,6.325685425685425,4.974314574314576,-0.0,202.8957971139634,-0.0,-0.0,-0.0,41.1,-0.0,-0.0,-0.0,-0.0,70.95,-0.0,15.9,-0.0,-0.0,-0.0,23.5,-0.0
