,SKN solar pv,SKN wind,SKN geothermal,ATG wind,ATG solar pv,MSR geothermal,MSR solar pv,GLP hydro,GLP geothermal,GLP wind,GLP solar pv,GLP biomass,DMA hydro,DMA wind,DMA solar pv,DMA geothermal,MTQ wind,MTQ solar pv,MTQ biomass,MTQ geothermal,LCA wind,LCA solar pv,LCA geothermal,BRB solar pv,BRB wind,BRB biomass,SVG solar pv,SVG wind,SVG geothermal,SVG hydro,GRD solar pv,GRD wind,GRD geothermal
0,-0.0,11.956927712882973,-0.0,26.650000000000002,-0.0,-0.0,-0.0,-0.0,-0.0,125.07667715217318,-0.0,-0.0,-0.0,3.016005175997266,-0.0,-0.0,141.79999999999998,-0.0,-0.0,-0.0,66.01332279104726,-0.0,-0.0,-0.0,60.300000000000004,-0.0,-0.0,13.534020121680324,-0.0,-0.0,-0.0,31.922199793660006,-0.0
1,-0.0,12.041279936607015,-0.0,27.200000000000003,-0.0,-0.0,-0.0,-0.0,-0.0,125.74080110165374,-0.0,-0.0,-0.0,2.9795579835380845,-0.0,-0.0,139.6,-0.0,-0.0,-0.0,62.01332279104727,-0.0,-0.0,-0.0,59.925000000000004,-0.0,-0.0,13.430443437075628,-0.0,-0.0,-0.0,30.322199793660005,-0.0
2,-0.0,11.78822326543489,-0.0,27.0,-0.0,-0.0,-0.0,-0.0,-0.0,125.29805180200003,-0.0,-0.0,-0.0,2.9886697816528796,-0.0,-0.0,138.2,-0.0,-0.0,-0.0,60.91332279104727,-0.0,-0.0,-0.0,59.325,-0.0,-0.0,13.119713383261539,-0.0,-0.0,-0.0,29.722199793660007,-0.0
3,-0.0,11.682782985779838,-0.0,26.400000000000002,-0.0,-0.0,-0.0,-0.0,-0.0,124.85530250234632,-0.0,-0.0,-0.0,3.016005175997266,-0.0,-0.0,138.6,-0.0,-0.0,-0.0,61.51332279104727,-0.0,-0.0,-0.0,58.875,-0.0,-0.0,12.843508890982347,-0.0,-0.0,-0.0,28.922199793660006,-0.0
4,-0.0,11.999103824744994,-0.0,26.0,-0.0,-0.0,-0.0,-0.0,-0.0,124.41255320269264,-0.0,-0.0,-0.0,3.0478964693990496,-0.0,-0.0,139.79999999999998,-0.0,-0.0,-0.0,60.113322791047274,-0.0,-0.0,-0.0,58.425000000000004,-0.0,-0.0,12.826246110214898,-0.0,-0.0,-0.0,29.022199793660004,-0.0
5,-0.0,12.23107243998611,-0.0,25.95,-0.0,-0.0,-0.0,-0.0,-0.0,120.64918415563609,-0.0,-0.0,-0.0,2.970446185423289,-0.0,-0.0,137.0,-0.0,-0.0,-0.0,60.713322791047275,-0.0,-0.0,-0.0,57.9,-0.0,-0.0,12.722669425610201,-0.0,-0.0,-0.0,29.122199793660005,-0.0
6,-0.0,12.146720216262068,-0.0,25.900000000000002,0.2536514321169173,-0.0,0.00025,-0.0,-0.0,116.00031650927214,2.272423606556829,-0.0,-0.0,2.8337692137013586,0.01033094428187202,-0.0,131.6,2.0825138276643322,-0.0,-0.0,59.51332279104727,-0.0,-0.0,5.7,57.975,-0.0,0.015346553597362764,12.653618302540405,-0.0,-0.0,-0.0,28.222199793660007,-0.0
7,11.526328059040987,11.956927712882973,-0.0,25.35,17.54812004963709,-0.0,0.0355,-0.0,-0.0,112.6796967618693,113.62118032784146,-0.0,-0.0,2.7335394344386095,0.4235687155567528,-0.0,127.4,71.84672705441946,-0.0,-0.0,60.213322791047275,-0.0,-0.0,37.25670027274162,58.425000000000004,-0.0,0.6982681886800057,12.791720548679999,-0.0,-0.0,-0.0,28.422199793660006,-0.0
8,26.12179672551892,11.70387104171085,-0.0,-0.0,69.67051299495013,-0.0,-0.0,-0.0,-0.0,110.46595026360075,253.75396939884595,-0.0,-0.0,2.724427636323814,0.9401159296503537,-0.0,126.8,169.20424849772698,-0.0,-0.0,43.09915798898925,19.61416480205803,-0.0,102.38170027274163,-0.0,-0.0,1.7802002172940807,13.119713383261539,-0.0,-0.0,-0.0,30.122199793660005,-0.0
9,37.03429666307252,11.134493531573565,-0.0,23.549999999999997,94.54832133071544,-0.0,0.12975,-0.0,-0.0,106.92395586637106,351.4681844807896,-0.0,-0.0,2.69253634292203,1.3094471877272784,-0.0,127.0,254.0666869750485,-0.0,-0.0,32.946776312735125,31.566546478312144,-0.0,50.68170027274163,59.1,-0.0,2.954211567492332,13.34412953323838,-0.0,-0.0,-0.0,31.622199793660005,-0.0
10,44.19562474709206,10.290971294333142,-0.0,-0.0,120.48807133071543,-0.0,-0.0,-0.0,-0.0,97.84759522347,426.4581634971649,-0.0,-0.0,2.5376357749705094,1.5315624897875268,-0.0,123.6,315.5008448911463,-0.0,-0.0,66.5174403576014,39.994507916696456,-0.0,167.75993609094925,58.35,-0.0,3.8750047833340977,13.395917875540729,-0.0,-0.0,4.90365478800074,28.11854500565926,-0.0
11,47.94679660062611,9.658329616402826,-0.0,18.75,103.56807133071543,-0.0,-0.0,-0.0,-0.0,87.22161203178095,471.90663562830156,-0.0,-0.0,2.3280644183302157,1.640037404747183,-0.0,115.60987277861375,349.3416945906917,-0.0,-0.0,63.020984716902554,43.36569249205018,-0.0,286.9080747894911,56.775,-0.0,3.9517375513209116,13.275078410168582,-0.0,-0.0,5.48138423141462,28.140815562245383,-0.0
12,48.83343722055234,9.004599882541498,-0.0,-0.0,122.41048754021244,-0.0,0.017583790502983643,-0.0,-0.0,78.80937533836045,490.84349901627513,-0.0,-0.0,2.154940254149104,1.598713627619695,-0.0,111.7035882094529,354.54797915985256,-0.0,-0.0,67.5,44.05525297337253,-0.0,288.0894990250713,54.525,-0.0,3.836638399340691,13.033399479424292,-0.0,-0.0,2.5209244337538763,36.28390380247137,-0.0
13,46.173515360773656,8.055637365646025,-0.0,16.25,112.76711014891077,-0.0,-0.0,-0.0,-0.0,73.71775839234279,477.96643191245306,-0.0,-0.0,2.0182632824271733,1.3843465337708507,-0.0,109.2,330.07844168479664,-0.0,-0.0,64.2721410823763,42.139807191921555,-0.0,288.933074789491,52.05,-0.0,3.660153032971019,12.636355521772956,-0.0,-0.0,5.115019218518014,35.74013957654878,-0.0
