,SKN load,ATG load,GLP load,MSR load,DMA load,MTQ load,LCA load,BRB load,SVG load,GRD load
332,33.18,53.21,243.4,1.96,15.4,220.3,58.0,145.9,22.4,32.0
333,31.26,50.61,230.8,1.9,14.8,208.7,54.9,138.1,20.6,30.5
334,29.56,48.42,222.3,1.78,13.9,199.5,52.4,132.0,20.0,29.1
335,27.72,44.86,204.5,1.68,13.1,185.0,47.5,121.1,18.3,26.9
336,25.92,41.47,186.1,1.55,12.1,170.7,44.6,113.7,17.3,24.9
337,24.16,38.06,177.5,1.47,11.2,160.8,41.3,106.1,15.8,23.4
338,23.63,37.88,174.6,1.42,11.1,157.5,41.3,103.4,15.6,22.7
339,23.74,37.76,171.1,1.43,11.1,156.8,41.2,103.1,15.6,22.4
340,24.42,39.32,177.7,1.46,11.2,162.5,41.7,107.1,16.4,23.6
341,27.64,43.31,198.4,1.64,12.8,182.5,47.8,120.3,18.5,26.8
342,29.88,47.84,224.1,1.82,14.0,201.2,52.8,130.8,20.3,28.7
343,32.3,51.24,233.9,1.93,15.0,214.7,56.1,141.5,21.2,31.1
344,34.45,54.23,252.3,2.01,15.7,226.8,59.7,148.5,22.8,32.8
345,35.23,57.62,263.0,2.17,16.8,237.7,61.3,154.6,23.4,34.5
346,36.11,58.55,268.6,2.2,17.2,241.6,63.1,159.9,24.4,35.0
347,36.46,58.21,270.9,2.2,17.2,246.1,63.7,160.4,24.8,35.6
348,36.9,59.83,270.7,2.25,17.4,248.0,64.0,165.7,24.7,35.5
349,37.22,57.99,272.4,2.18,17.2,244.5,62.7,159.5,24.1,35.2
350,37.0,58.63,265.4,2.23,17.2,244.5,63.7,160.2,24.1,35.4
351,34.85,57.23,260.4,2.1,16.6,235.5,60.7,155.8,23.8,33.7
352,33.72,53.85,245.5,2.04,15.9,225.2,58.2,147.8,22.7,32.8
353,33.05,53.3,245.0,1.98,15.6,222.0,57.3,146.8,22.4,31.8
354,36.82,59.97,269.6,2.24,17.4,248.6,65.6,165.3,25.0,35.7
355,37.2,60.29,271.3,2.27,17.5,250.0,65.1,163.9,24.7,35.7
356,35.9,57.52,261.3,2.14,16.7,237.5,62.5,155.8,24.0,34.5
357,33.48,52.46,245.4,1.98,15.4,221.8,58.1,145.7,22.3,32.0
358,31.57,50.86,232.6,1.88,14.8,210.8,55.6,139.8,21.2,30.9
359,28.97,47.02,212.1,1.73,13.5,194.7,50.0,128.3,19.7,28.4
360,26.93,43.03,197.8,1.62,12.4,178.7,46.9,119.6,17.9,26.3
361,25.8,40.72,184.5,1.52,11.8,169.7,43.9,110.5,17.1,24.4
362,24.59,40.13,180.7,1.49,11.8,165.8,43.1,109.9,16.7,23.9
363,24.62,40.39,180.4,1.51,11.7,166.5,42.9,109.6,16.4,24.0
364,25.67,40.48,187.9,1.53,11.8,170.8,44.0,114.3,17.0,24.5
365,29.06,45.5,212.2,1.74,13.5,191.3,49.8,126.3,18.9,27.4
366,31.84,50.11,231.2,1.91,14.7,210.3,54.4,140.3,21.2,30.7
367,32.93,53.61,242.6,2.03,15.5,222.3,58.3,144.5,22.3,32.2
368,34.92,56.68,260.8,2.13,16.4,234.3,60.7,155.8,23.6,33.7
369,35.6,58.19,262.6,2.14,16.6,239.9,61.7,159.0,23.9,35.1
370,37.02,57.92,267.2,2.16,16.9,243.3,62.6,162.5,24.4,34.8
371,36.65,60.29,276.4,2.26,17.6,247.9,63.9,161.4,25.1,35.5
372,38.03,59.96,274.7,2.24,17.7,251.8,64.5,167.0,24.9,36.7
373,37.9,59.37,272.1,2.27,17.7,251.1,64.9,167.1,25.3,36.3
374,37.03,58.85,269.5,2.25,17.2,246.7,63.2,163.8,24.6,35.4
375,36.53,58.48,266.5,2.17,16.7,240.8,62.6,160.5,24.0,34.8
376,34.42,55.51,251.1,2.09,16.0,230.3,59.6,152.1,22.7,33.4
377,33.92,54.5,251.9,2.08,16.0,228.1,58.5,152.4,22.6,32.8
378,36.0,57.56,261.6,2.18,16.7,238.7,61.5,156.5,23.9,34.3
379,35.52,57.48,258.9,2.11,16.6,236.6,61.2,156.5,23.9,34.0
380,34.51,54.24,248.9,2.04,16.1,227.1,59.3,151.4,22.6,32.4
381,33.55,53.5,248.7,1.99,15.7,223.1,57.7,147.4,22.2,32.1
382,32.41,51.15,236.9,1.9,15.1,213.0,55.4,139.5,21.2,30.6
383,29.65,47.62,219.1,1.79,13.6,196.6,51.2,129.6,19.7,28.6
384,27.47,43.78,200.7,1.63,12.8,181.9,47.2,118.9,18.1,26.2
385,25.86,40.8,191.5,1.55,11.9,172.4,44.4,113.4,17.2,24.7
386,25.37,40.57,184.6,1.51,11.9,168.0,43.1,111.6,16.9,24.1
387,25.48,40.29,184.0,1.5,11.7,167.9,43.9,110.8,16.8,24.3
388,25.99,40.88,189.0,1.54,12.0,171.1,44.3,114.5,17.0,24.7
389,28.75,45.7,209.4,1.71,13.3,190.5,49.4,125.2,18.9,27.8
390,31.18,50.03,229.4,1.86,14.3,205.7,54.0,137.3,20.4,29.6
391,32.04,52.66,238.6,1.92,15.1,216.2,56.4,140.6,21.7,31.7
392,33.84,53.9,245.1,1.99,15.8,223.2,58.8,146.1,22.0,32.6
393,34.9,55.92,255.3,2.09,16.0,231.7,60.1,154.1,23.3,33.5
394,35.47,56.04,260.4,2.1,16.7,235.1,60.3,156.5,23.6,34.0
395,35.82,58.15,260.3,2.16,17.0,240.1,62.2,157.2,24.3,35.3
396,37.9,59.82,280.6,2.27,17.7,251.4,64.6,164.1,25.0,36.1
397,37.14,59.53,268.0,2.19,17.1,245.7,64.5,162.4,24.8,35.5
398,36.4,58.55,268.0,2.19,17.0,240.5,61.6,158.2,23.9,34.7
399,35.1,55.9,252.7,2.08,16.2,232.4,60.3,152.8,23.3,34.2
400,33.26,52.95,239.8,1.96,15.5,221.2,57.9,147.8,22.3,32.0
401,33.18,53.87,245.8,2.01,15.5,221.6,57.3,147.5,22.0,32.3
402,37.05,59.23,273.4,2.26,17.1,247.7,64.0,164.8,25.1,36.0
403,37.43,59.32,278.7,2.26,17.7,249.8,64.0,163.2,24.7,36.5
404,35.54,57.38,264.7,2.16,16.4,237.5,62.5,158.3,23.6,34.9
405,32.56,52.21,238.8,1.99,15.4,218.0,57.0,145.9,21.7,31.5
406,31.18,48.73,225.7,1.86,14.4,205.4,52.9,137.2,20.3,29.7
407,28.11,45.2,206.0,1.69,13.1,188.7,49.3,126.4,19.0,27.3
408,26.16,41.97,194.2,1.56,12.3,175.0,45.3,116.9,17.7,25.7
409,24.53,39.42,183.4,1.51,11.5,165.9,43.4,110.5,16.5,23.7
410,24.18,38.47,178.1,1.45,11.2,160.3,41.4,105.8,15.9,23.2
411,24.07,37.51,175.5,1.44,11.1,158.6,40.6,105.8,15.8,23.0
412,24.52,38.95,179.3,1.48,11.3,162.8,42.0,108.5,16.1,23.9
413,27.82,44.63,204.6,1.69,13.1,185.7,47.9,123.4,18.5,26.9
414,31.53,49.08,230.9,1.88,14.7,207.4,54.5,137.2,20.9,29.9
415,32.94,52.36,245.5,1.95,15.3,220.2,56.9,145.2,22.1,32.0
416,34.48,54.1,252.1,2.06,16.2,227.6,59.0,151.3,22.5,32.6
417,34.87,56.31,256.1,2.09,16.2,234.9,60.6,153.2,23.7,33.7
418,36.55,58.36,269.5,2.15,17.0,241.7,62.0,158.2,24.4,35.3
419,36.94,58.16,269.0,2.19,17.1,245.6,64.5,160.7,24.2,36.0
420,37.12,58.71,271.8,2.26,17.1,247.2,64.9,164.8,24.9,35.3
421,36.78,58.67,266.6,2.22,17.3,244.5,63.6,161.2,24.8,34.9
422,36.13,58.82,268.4,2.18,16.9,242.2,63.5,160.8,24.0,35.4
423,35.72,57.61,263.8,2.11,16.6,238.4,62.4,155.1,23.8,34.9
424,34.6,54.72,252.6,2.08,15.9,229.4,60.3,153.5,22.8,33.0
425,33.9,52.73,245.5,2.01,15.5,223.1,57.8,146.5,22.5,32.2
426,37.41,59.68,277.2,2.23,17.2,248.3,63.7,164.2,25.0,35.5
427,37.84,60.41,279.6,2.24,17.3,250.8,66.0,163.1,25.3,36.3
428,36.28,56.77,262.7,2.13,16.9,239.3,62.4,156.5,24.1,35.0
429,33.01,53.43,241.5,1.97,15.6,221.3,58.2,148.0,22.3,31.7
430,30.91,49.3,228.0,1.88,14.6,208.4,54.8,139.2,20.7,29.8
431,28.84,45.56,208.7,1.71,13.5,191.5,49.5,125.3,19.4,27.9
432,26.85,43.03,195.7,1.59,12.2,176.8,45.9,115.3,17.5,25.9
433,24.93,40.86,184.0,1.49,11.7,168.0,43.5,110.1,17.0,24.0
434,24.61,38.91,181.6,1.49,11.5,163.9,43.1,109.5,16.5,24.1
435,24.39,38.84,177.5,1.45,11.4,162.9,42.5,107.0,16.5,24.0
436,24.39,39.45,180.1,1.5,11.4,165.0,43.4,109.8,16.4,23.6
437,27.35,44.26,201.9,1.68,12.7,183.9,48.1,119.8,18.5,26.7
438,30.6,48.9,226.5,1.86,14.2,204.3,52.4,133.2,20.5,30.0
439,32.2,51.4,237.3,1.95,15.0,217.3,55.7,141.9,21.9,31.5
440,34.84,55.89,249.6,2.07,16.3,230.0,60.2,152.8,22.7,33.6
441,35.2,56.83,257.5,2.11,16.7,237.2,60.8,158.0,23.5,34.1
442,36.61,58.05,268.6,2.17,16.6,240.8,63.3,158.9,23.9,35.0
443,36.92,58.17,271.7,2.18,17.0,244.7,64.3,163.5,24.5,35.7
444,36.6,58.45,268.2,2.24,17.2,247.1,63.5,163.5,24.5,36.0
445,35.94,57.72,267.3,2.16,17.0,240.6,63.4,158.9,24.3,34.6
446,35.6,57.19,259.5,2.09,16.6,234.9,62.0,154.0,23.4,33.9
447,34.71,56.22,250.2,2.05,16.0,230.8,60.2,151.0,22.9,33.1
448,33.12,53.34,246.7,2.02,15.7,223.5,58.3,148.5,22.6,32.7
449,32.77,53.27,244.4,1.97,15.4,221.1,56.9,146.2,22.1,32.2
450,36.52,58.5,268.5,2.22,17.1,245.7,63.4,162.8,24.8,35.4
451,37.07,59.18,269.6,2.2,17.0,245.7,64.2,161.6,24.2,35.2
452,35.18,55.04,258.6,2.07,16.0,232.0,61.1,152.3,23.5,33.5
453,32.68,52.71,242.2,1.93,15.4,217.5,55.7,143.1,22.0,31.5
454,31.86,50.85,232.7,1.91,14.7,209.3,53.8,140.1,20.7,30.3
455,29.17,45.91,216.4,1.74,13.7,194.1,50.5,128.9,19.4,28.0
456,26.53,42.23,197.8,1.61,12.4,178.4,46.5,116.8,17.7,25.5
457,25.59,39.87,184.8,1.54,12.0,168.5,43.4,112.8,16.9,24.6
458,24.54,39.56,178.1,1.49,11.4,163.8,43.0,108.1,16.5,23.6
459,24.06,39.31,179.6,1.45,11.3,161.6,42.3,106.2,16.2,23.7
460,24.19,38.21,175.7,1.43,11.3,160.6,41.4,106.7,15.9,23.2
461,24.49,39.39,180.5,1.48,11.6,165.1,42.7,110.1,16.5,24.2
462,25.58,40.98,187.6,1.53,11.8,168.6,43.3,109.7,16.8,24.4
463,27.54,43.98,201.9,1.63,12.6,182.5,47.7,121.1,18.1,26.8
464,29.58,47.85,218.2,1.79,13.8,199.8,51.7,130.2,20.3,29.0
465,31.18,50.34,231.1,1.86,14.4,207.9,53.8,136.8,21.0,29.7
466,31.67,50.41,232.6,1.9,14.7,209.3,54.2,138.8,20.9,30.1
467,32.27,52.02,232.9,1.91,14.8,213.6,55.9,141.7,21.2,30.7
468,32.36,52.3,236.3,1.91,15.3,215.0,55.5,140.0,21.8,30.9
469,31.74,50.89,230.8,1.87,14.9,210.4,54.4,139.5,21.1,30.4
470,30.35,49.1,223.5,1.81,14.3,202.3,52.5,134.6,20.1,29.1
471,29.38,47.78,216.2,1.76,13.6,197.5,50.8,131.6,19.5,28.8
472,29.09,46.79,216.3,1.74,13.4,194.7,50.0,126.7,19.4,27.9
473,30.24,47.17,219.6,1.79,14.1,198.9,51.0,129.5,20.1,29.2
474,34.13,54.71,245.4,2.05,15.5,224.9,57.6,147.1,22.4,32.5
475,34.27,55.78,249.3,2.08,16.3,230.0,59.0,151.3,22.8,33.0
476,32.9,52.99,242.1,1.98,15.3,220.7,57.7,144.9,21.8,32.4
477,31.17,50.01,232.9,1.9,14.7,208.7,53.8,135.9,20.7,30.0
478,30.86,47.97,225.8,1.84,14.2,202.8,53.4,134.2,20.0,29.3
479,29.0,45.91,207.5,1.7,13.5,190.8,49.1,126.8,19.0,27.9
480,26.41,42.62,196.5,1.61,12.3,177.2,46.7,116.5,17.8,25.3
481,25.31,40.49,183.5,1.52,11.6,167.8,43.6,112.0,16.9,24.3
482,24.2,38.98,179.6,1.45,11.2,161.6,42.1,106.7,15.9,23.6
483,23.71,38.44,172.8,1.45,11.0,159.1,41.4,105.8,15.8,22.8
484,23.74,37.67,176.6,1.42,11.1,158.2,41.0,104.0,15.9,23.1
485,24.09,37.8,176.9,1.44,11.3,158.9,41.8,106.2,15.7,23.4
486,24.37,38.75,178.2,1.43,11.2,160.1,41.1,104.7,15.9,23.1
487,25.31,41.48,185.9,1.55,12.0,170.9,43.8,112.8,17.2,24.9
488,27.59,44.84,204.3,1.66,13.1,185.8,48.6,124.1,18.4,26.8
489,28.57,46.77,210.3,1.73,13.4,192.5,50.5,127.4,19.2,27.5
490,29.13,46.87,214.7,1.74,13.7,194.6,51.0,129.9,19.3,28.3
491,29.78,48.0,222.7,1.82,13.9,199.6,51.9,132.8,20.1,29.3
492,29.89,48.55,217.8,1.79,13.9,201.0,52.9,131.6,20.0,29.4
493,28.62,47.02,211.3,1.74,13.5,193.0,49.7,125.5,19.1,27.7
494,27.73,43.95,199.8,1.63,13.0,184.1,47.3,121.1,18.6,26.6
495,26.93,42.99,198.8,1.62,12.7,179.9,46.7,118.7,17.7,26.3
496,26.67,42.97,193.1,1.57,12.5,177.1,46.5,117.4,17.8,25.9
497,26.93,43.08,201.1,1.63,12.6,181.8,47.1,119.7,18.3,26.4
498,32.08,50.88,231.6,1.92,14.8,212.8,55.1,140.2,21.5,31.1
499,33.77,53.26,246.6,2.02,15.6,223.5,57.5,145.8,22.5,32.7
500,33.49,53.15,242.2,1.98,15.3,220.7,57.6,145.5,21.9,32.3
501,31.49,50.06,225.9,1.87,14.4,208.0,54.5,137.2,21.0,30.0
502,29.91,48.52,218.1,1.81,14.1,199.4,52.1,133.0,19.9,28.6
503,27.47,44.11,202.8,1.66,12.7,183.3,47.0,122.6,18.4,26.9
504,25.44,41.02,183.3,1.54,11.7,168.9,44.2,110.9,16.9,24.8
505,24.04,38.23,176.7,1.44,11.1,160.0,41.5,106.4,16.2,23.4
506,23.44,37.69,170.1,1.39,10.9,154.8,39.9,103.6,15.5,22.5
507,23.02,36.58,170.4,1.37,10.7,153.8,40.3,100.4,15.3,22.2
508,23.91,38.53,173.5,1.44,11.1,158.5,41.7,104.2,15.8,22.9
509,27.21,43.24,197.0,1.64,12.7,179.9,46.2,120.5,18.0,25.9
510,29.44,47.2,222.2,1.78,13.9,199.2,51.8,132.9,20.1,29.3
511,32.34,51.67,235.7,1.91,14.8,213.1,55.5,141.9,21.6,30.8
512,33.37,53.54,247.2,2.01,15.8,224.7,57.6,149.0,22.5,32.9
513,34.91,54.57,251.2,2.09,16.0,230.3,59.9,150.3,23.2,33.7
514,35.96,56.74,258.1,2.11,16.6,236.3,61.4,156.4,23.9,33.9
515,36.19,57.63,269.3,2.18,16.7,241.4,62.7,157.4,24.3,35.4
516,37.08,58.68,267.3,2.2,17.2,245.7,63.8,160.7,24.5,35.3
517,36.75,59.12,268.2,2.21,17.2,243.3,62.5,158.7,24.0,35.3
518,36.43,57.13,261.7,2.17,17.0,240.8,63.4,156.8,24.1,35.2
519,35.54,56.92,262.1,2.11,16.7,236.2,61.6,157.4,23.8,34.2
520,33.96,53.97,251.5,2.06,15.9,226.2,59.7,148.3,22.6,33.1
521,32.96,53.3,245.3,2.01,15.6,220.5,56.5,146.3,22.2,31.8
522,37.03,58.49,268.3,2.2,17.5,246.7,64.0,164.6,25.0,35.4
523,37.54,59.43,271.6,2.23,17.4,250.2,64.5,163.4,24.8,35.8
524,35.45,57.76,264.7,2.14,16.6,238.3,62.0,159.6,23.8,34.7
525,32.53,52.16,242.3,1.96,15.4,217.4,57.3,144.3,21.9,31.8
526,30.42,48.69,221.6,1.83,14.1,204.1,52.5,133.5,20.7,29.7
527,27.82,45.52,206.4,1.69,13.3,187.8,48.8,122.7,18.8,26.9
528,25.91,42.08,191.8,1.55,12.1,172.9,44.9,113.8,17.4,24.9
529,24.44,39.76,179.8,1.48,11.5,164.5,42.2,108.6,16.5,23.5
530,24.19,38.9,177.8,1.46,11.2,160.1,42.3,105.6,16.2,23.0
531,23.66,38.15,171.9,1.42,11.2,158.6,41.5,104.2,15.6,22.9
532,24.61,39.28,178.3,1.48,11.4,161.9,42.5,107.4,16.2,23.7
533,27.92,44.53,204.2,1.66,12.8,185.7,48.5,122.0,18.4,26.6
534,30.67,48.91,226.9,1.88,14.4,206.4,53.2,136.2,20.7,30.1
535,33.24,52.33,240.6,1.99,15.6,219.9,57.6,146.8,21.7,31.5
536,31.61,51.75,233.5,1.93,15.1,212.9,55.0,138.9,21.4,30.6
537,35.09,55.98,256.8,2.06,16.1,231.8,59.6,154.7,23.4,34.0
538,35.14,55.55,261.5,2.13,16.5,234.4,61.6,154.4,23.7,33.8
539,35.29,56.17,260.6,2.11,16.7,237.1,62.5,154.5,24.0,34.1
540,34.56,56.3,254.9,2.11,16.3,232.1,60.2,152.5,23.5,34.1
541,34.18,55.04,248.8,2.06,16.0,229.5,60.3,149.3,23.0,33.4
542,32.59,52.63,241.6,2.01,15.6,220.4,56.7,147.5,21.8,31.6
543,32.07,51.56,240.7,1.92,14.9,216.7,56.7,143.0,21.7,31.1
544,31.82,51.25,237.8,1.94,15.2,214.0,55.7,140.1,21.7,30.7
545,31.99,51.27,237.5,1.93,14.9,215.0,56.7,140.7,21.2,31.4
546,35.69,58.29,267.1,2.18,16.8,239.5,61.9,158.8,23.9,35.2
547,36.76,59.09,267.3,2.2,17.0,243.1,62.9,159.8,24.5,35.2
548,34.38,54.96,254.0,2.08,16.1,229.3,59.5,152.2,22.6,33.6
549,31.08,49.89,231.1,1.88,14.9,210.2,55.1,140.0,21.0,30.9
550,29.34,48.25,215.7,1.78,13.9,198.2,52.0,131.4,19.6,28.9
551,27.5,43.66,200.8,1.64,12.7,182.6,48.0,119.5,18.2,26.2
552,25.18,40.18,185.5,1.5,11.8,167.8,43.2,111.6,16.9,24.3
553,23.51,38.4,176.6,1.43,11.0,158.2,40.6,105.2,15.7,22.9
554,22.73,36.58,167.0,1.36,10.7,152.8,39.4,99.4,15.3,22.2
555,22.87,36.42,166.3,1.35,10.6,152.1,39.6,99.2,15.3,22.1
556,23.75,37.57,174.7,1.43,10.9,157.2,40.6,102.4,15.6,22.6
557,26.21,43.09,196.2,1.61,12.5,176.9,46.6,116.4,17.6,25.6
558,29.02,46.49,212.8,1.74,13.6,193.0,49.6,128.5,19.1,27.8
559,30.91,49.83,226.6,1.89,14.5,208.1,53.7,138.1,20.7,30.5
560,33.48,53.09,249.9,2.0,15.7,224.1,58.0,148.5,22.1,32.1
561,34.53,56.45,253.4,2.11,16.5,232.7,59.8,153.3,23.2,33.9
562,35.47,56.06,259.9,2.11,16.8,236.6,60.8,156.1,23.3,34.7
563,36.0,57.98,267.2,2.15,17.1,241.8,63.7,158.6,24.1,34.8
564,36.83,57.37,265.6,2.15,16.9,241.9,62.6,157.6,24.5,35.2
565,35.81,56.43,260.5,2.15,16.5,237.4,61.9,158.4,23.7,34.2
566,34.67,54.51,253.7,2.06,15.9,230.0,59.6,151.6,22.7,33.5
567,33.8,53.61,245.3,2.05,15.7,225.8,59.1,150.4,22.7,32.5
568,32.57,53.18,240.4,2.0,15.3,218.9,57.3,145.6,21.8,31.4
569,33.04,52.27,238.4,1.96,15.3,217.4,56.3,145.4,21.7,31.8
570,36.25,58.1,269.4,2.18,17.2,242.4,63.6,162.2,23.9,35.1
571,37.39,59.15,274.5,2.25,17.2,247.6,64.3,161.4,25.1,35.5
572,35.1,56.01,256.4,2.13,16.3,236.5,62.2,155.8,23.6,34.5
573,32.56,52.39,242.5,1.95,15.4,219.4,56.6,145.5,22.0,32.0
574,30.63,49.48,228.8,1.83,14.5,206.2,53.9,136.5,20.5,30.2
575,28.08,45.67,209.8,1.69,13.1,187.9,49.1,122.6,19.0,27.2
576,25.84,41.51,192.1,1.57,12.1,173.8,45.8,115.0,17.5,25.3
577,25.15,40.18,179.8,1.48,11.5,165.5,43.1,109.6,16.4,24.2
578,24.34,39.1,178.4,1.43,11.4,161.1,41.6,107.8,16.3,23.4
579,23.86,38.51,173.3,1.44,11.3,159.8,41.6,105.9,15.8,23.4
580,24.27,38.57,178.3,1.45,11.4,162.4,42.2,107.2,16.4,23.4
581,27.5,44.03,199.9,1.64,12.9,182.0,46.9,119.9,18.1,26.1
582,30.34,48.61,222.6,1.83,14.1,202.8,52.0,135.5,20.6,29.5
583,31.94,51.64,238.1,1.95,15.1,215.9,56.4,142.4,21.6,31.1
584,33.33,54.51,245.6,2.0,15.7,225.4,57.9,147.8,22.5,32.4
585,35.01,55.45,257.1,2.11,16.3,231.9,60.2,150.8,23.0,34.1
586,35.65,56.91,258.4,2.1,16.6,236.2,60.5,153.9,23.9,34.3
587,35.6,58.1,266.2,2.19,16.9,240.2,62.5,159.9,23.9,35.2
588,36.47,57.98,263.8,2.16,16.9,241.9,62.4,158.4,24.2,35.4
589,36.42,58.36,268.3,2.16,16.7,240.9,62.9,160.0,24.2,35.0
590,35.65,57.09,257.1,2.12,16.6,237.1,61.4,155.2,23.4,34.6
591,34.56,56.02,253.3,2.11,16.0,231.4,60.1,152.8,23.0,33.6
592,33.32,52.83,241.6,1.96,15.6,220.4,57.5,147.0,22.0,31.6
593,32.54,51.42,239.6,1.92,15.2,216.5,56.2,142.1,21.9,31.4
594,36.85,58.59,266.1,2.18,16.9,243.7,64.3,160.6,24.6,35.0
595,37.2,59.52,271.4,2.22,17.3,248.6,65.3,164.2,24.6,36.6
596,34.91,56.23,260.3,2.1,16.5,234.6,60.4,154.8,23.7,34.3
597,31.82,52.12,239.5,1.95,15.0,215.4,55.2,141.3,21.8,31.4
598,30.72,49.03,224.6,1.85,14.1,202.3,51.9,133.3,20.0,29.4
599,27.79,43.85,203.0,1.64,12.8,185.1,48.5,123.9,18.5,26.6
600,25.39,40.95,189.2,1.54,12.0,170.3,44.4,112.6,17.2,24.7
601,24.02,39.45,178.9,1.47,11.4,162.5,42.8,105.7,16.4,23.3
602,23.82,37.4,170.4,1.42,11.0,157.0,40.2,104.3,15.5,22.9
603,23.3,37.38,170.6,1.41,10.9,155.8,40.9,102.1,15.6,22.9
604,23.72,37.85,177.9,1.42,11.1,159.8,41.5,104.3,16.2,22.9
605,26.39,42.63,197.1,1.62,12.6,178.6,45.9,119.5,17.9,25.6
606,30.04,47.51,221.9,1.77,14.0,199.1,52.0,132.5,19.7,28.5
607,31.84,50.36,231.4,1.92,14.8,211.1,55.3,139.0,21.1,30.9
608,33.69,52.53,242.9,1.97,15.6,221.7,57.6,145.1,21.9,32.2
609,34.23,55.07,249.0,2.05,15.9,227.2,59.4,150.3,22.5,33.1
610,34.93,56.18,254.0,2.07,16.4,233.1,60.1,154.5,23.4,33.5
611,35.13,55.8,254.5,2.1,16.3,233.8,61.6,154.2,23.5,33.8
612,34.98,56.21,257.2,2.1,16.3,231.7,59.9,152.3,23.4,33.4
613,33.74,54.06,250.3,2.05,15.9,224.5,58.8,147.5,22.7,32.7
614,31.89,51.74,235.3,1.94,15.3,215.7,55.8,140.3,21.7,31.1
615,31.74,51.35,236.2,1.9,14.8,213.2,55.8,140.7,21.5,31.2
616,31.5,49.63,226.1,1.89,14.4,207.7,53.7,138.6,20.8,30.0
617,31.45,50.18,232.3,1.88,14.7,209.3,54.8,139.9,21.2,30.0
618,34.89,56.32,258.3,2.08,16.4,232.3,59.8,152.3,23.0,34.0
619,35.5,57.53,258.9,2.12,16.4,236.3,61.4,157.9,23.9,34.5
620,33.19,52.6,244.3,2.01,15.5,222.1,57.6,145.1,22.1,32.0
621,30.38,49.18,226.4,1.83,14.2,203.9,53.0,134.4,20.2,29.3
622,29.44,47.64,213.6,1.78,13.8,195.8,51.3,130.8,19.9,28.0
623,27.34,43.57,200.9,1.63,12.9,181.6,47.1,119.0,18.1,26.2
624,24.88,40.77,181.6,1.52,11.6,167.4,43.4,110.3,17.0,24.2
625,23.74,38.62,175.3,1.42,11.2,158.8,41.4,104.0,15.9,22.8
626,22.74,36.79,166.6,1.39,10.9,153.7,40.0,101.3,15.6,22.0
627,22.94,36.16,168.9,1.37,10.7,151.6,39.0,99.4,15.3,21.9
628,23.09,36.67,168.9,1.39,10.5,152.7,39.8,100.4,15.1,22.4
629,24.02,38.69,176.8,1.43,11.1,160.5,42.3,105.6,16.1,23.5
630,24.73,40.39,183.1,1.51,11.8,166.3,42.8,108.2,16.8,23.8
631,27.29,42.89,201.3,1.64,12.6,181.2,46.9,119.9,18.1,26.5
632,30.03,47.38,215.1,1.8,13.8,198.1,51.7,132.5,19.6,28.9
633,31.21,49.68,228.8,1.88,14.6,205.7,53.5,137.4,20.6,30.3
634,30.56,48.63,226.2,1.83,14.4,203.6,52.9,134.5,20.1,29.2
635,31.55,49.71,228.1,1.88,14.5,209.2,54.1,138.3,21.0,30.3
636,31.54,51.56,234.2,1.91,15.0,213.0,55.5,142.1,21.2,30.8
637,30.53,48.89,227.8,1.86,14.2,205.2,53.2,137.4,20.5,29.7
638,29.54,46.88,214.5,1.74,13.5,195.5,50.4,127.5,19.3,28.2
639,29.14,46.63,213.5,1.74,13.4,192.3,50.3,127.9,19.4,27.5
640,28.12,45.14,207.7,1.7,13.2,189.4,48.5,126.3,19.0,27.5
641,29.31,46.43,214.4,1.74,13.3,192.8,50.2,127.1,19.3,28.1
642,32.53,52.45,238.8,1.99,15.5,218.8,57.2,142.8,21.9,31.4
643,33.87,53.4,246.5,2.06,15.6,225.5,58.3,148.7,22.3,32.8
644,32.93,53.08,240.5,1.98,15.1,218.6,56.1,143.3,22.0,32.1
645,31.14,50.25,228.9,1.86,14.4,206.3,53.2,136.9,20.5,30.3
646,30.18,48.66,219.1,1.81,14.0,200.0,51.4,130.8,20.2,29.3
647,28.41,45.25,204.5,1.7,13.2,188.1,48.6,124.3,18.7,27.0
648,25.82,41.29,189.6,1.57,12.1,174.2,45.3,114.7,17.2,25.3
649,24.73,39.63,183.3,1.47,11.4,164.2,42.7,109.9,16.5,23.9
650,23.61,37.61,174.7,1.43,11.2,158.6,41.8,105.2,16.0,23.2
651,23.51,37.41,172.2,1.42,10.9,155.6,40.4,102.3,15.5,22.4
652,23.43,37.36,169.6,1.39,11.1,155.9,40.4,104.3,15.7,22.8
653,24.01,38.23,178.6,1.42,11.1,160.3,42.2,105.2,16.2,23.3
654,24.62,39.0,176.6,1.45,11.2,162.4,41.6,107.9,16.3,23.5
655,25.99,41.66,188.6,1.58,12.2,173.5,45.4,115.7,17.6,25.3
656,27.85,44.45,208.5,1.66,13.3,187.6,48.6,123.7,18.6,27.4
657,28.78,46.38,214.4,1.72,13.8,194.2,49.8,130.1,19.4,28.3
658,29.19,47.63,217.9,1.78,13.9,197.4,52.0,129.3,20.0,28.8
659,29.61,47.61,221.1,1.79,13.8,199.6,51.9,130.5,19.8,29.1
660,30.13,48.69,222.2,1.83,14.3,201.1,52.4,134.7,20.0,28.9
661,27.73,44.96,201.5,1.64,12.8,185.0,48.0,122.2,18.3,27.2
662,25.86,41.26,189.3,1.57,12.3,174.0,44.6,113.7,17.3,25.0
663,25.68,40.88,186.6,1.54,11.9,169.9,44.5,112.7,17.0,24.5
