,SKN load,ATG load,GLP load,MSR load,DMA load,MTQ load,LCA load,BRB load,SVG load,GRD load
4239,36.73,58.71,270.3,2.2,17.4,244.9,63.4,162.5,24.6,35.8
4240,35.42,55.76,261.0,2.09,16.6,235.1,60.9,153.5,23.4,34.1
4241,33.89,53.85,249.1,2.02,15.6,226.1,58.2,148.9,22.3,33.0
4242,34.69,55.33,255.3,2.1,16.4,232.8,61.1,151.9,23.3,34.2
4243,37.66,60.12,273.5,2.27,17.3,249.4,64.2,164.3,25.3,36.0
4244,36.0,56.82,260.9,2.16,16.9,239.7,62.1,159.3,23.9,34.9
4245,33.86,54.69,248.0,2.07,16.1,228.8,60.2,150.5,22.8,33.2
4246,33.14,53.75,244.9,1.99,15.7,222.0,57.6,144.8,22.3,32.2
4247,31.17,49.31,225.4,1.85,14.5,207.7,54.6,138.9,20.9,30.2
4248,28.97,46.75,209.7,1.75,13.6,192.8,49.5,127.5,19.4,27.7
4249,27.67,43.67,203.0,1.65,12.9,182.5,47.0,118.8,18.3,26.7
4250,26.75,42.61,192.3,1.6,12.5,176.9,45.6,118.5,17.8,25.3
4251,26.31,41.27,190.6,1.58,12.2,174.1,45.3,115.4,17.6,25.1
4252,26.37,42.18,190.2,1.58,12.4,174.4,45.9,115.0,17.3,24.9
4253,27.66,44.03,205.8,1.69,13.1,185.8,48.8,122.7,18.7,27.0
4254,29.98,48.43,218.9,1.8,13.8,198.9,52.3,131.4,19.8,28.9
4255,32.91,53.29,245.0,1.98,15.4,220.2,56.5,145.2,21.8,32.3
4256,35.6,57.18,260.0,2.14,17.0,239.8,63.1,158.2,24.2,35.2
4257,37.44,59.77,274.0,2.24,17.4,247.6,64.5,162.5,24.5,36.4
4258,37.28,59.51,270.6,2.21,17.4,248.6,64.8,163.3,24.6,35.7
4259,38.01,61.32,284.5,2.29,17.7,255.7,67.2,166.7,25.8,37.4
4260,38.79,61.06,283.8,2.32,18.1,257.6,67.6,170.1,25.5,37.4
4261,37.33,60.71,276.6,2.28,17.4,250.1,65.7,164.7,25.0,36.0
4262,36.95,59.42,273.5,2.24,17.0,245.8,64.7,162.6,24.3,35.6
4263,35.78,57.28,269.9,2.18,16.7,242.1,63.9,158.5,24.0,35.4
4264,34.32,55.11,255.4,2.06,15.9,229.4,59.2,152.2,22.8,32.8
4265,33.1,53.11,244.7,1.96,15.3,220.2,57.0,143.6,22.2,32.4
4266,34.64,56.34,255.6,2.09,16.3,233.3,60.5,154.1,23.2,34.1
4267,37.12,59.3,278.9,2.24,17.7,250.7,64.8,167.3,24.8,35.9
4268,37.19,58.97,265.9,2.22,17.1,244.5,64.5,162.8,24.4,35.0
4269,34.85,55.37,254.5,2.08,16.2,228.9,58.7,149.4,22.6,32.9
4270,32.48,52.63,239.5,1.98,15.3,219.8,56.7,143.2,21.8,32.1
4271,29.89,47.99,225.7,1.83,14.0,202.3,53.3,133.3,20.2,29.7
4272,27.9,44.81,206.7,1.66,12.9,185.6,48.1,122.6,18.8,26.8
4273,26.35,42.78,194.2,1.61,12.3,178.0,46.8,118.2,17.7,26.1
4274,25.89,41.94,186.9,1.56,12.1,172.5,44.9,113.1,17.5,24.9
4275,25.22,40.34,186.6,1.55,11.8,170.6,44.5,112.8,16.9,25.1
4276,26.24,41.36,192.8,1.55,12.2,172.8,44.3,113.5,17.5,24.7
4277,27.53,43.95,203.5,1.65,12.9,185.6,47.7,123.8,18.5,27.1
4278,29.97,49.0,223.7,1.81,13.9,201.6,51.7,131.1,20.4,28.8
4279,33.48,52.69,244.5,1.98,15.6,221.0,58.2,145.2,22.4,31.9
4280,35.23,56.74,256.2,2.1,16.4,236.2,61.0,156.9,24.0,34.7
4281,36.81,58.67,274.7,2.21,17.2,247.0,64.7,160.9,24.7,36.1
4282,37.29,59.79,281.2,2.29,17.4,252.0,66.4,168.2,24.9,36.8
4283,38.41,61.91,285.3,2.29,17.9,256.9,67.1,170.0,25.9,37.8
4284,38.21,61.29,281.0,2.28,18.1,256.0,67.1,168.3,25.5,36.7
4285,38.07,60.48,280.3,2.25,17.8,252.9,66.4,167.4,25.6,36.4
4286,36.69,59.51,270.5,2.2,17.3,248.0,65.0,162.0,24.9,35.6
4287,36.24,57.62,269.1,2.21,16.8,243.2,63.8,159.8,24.0,35.4
4288,35.18,56.05,259.1,2.08,16.4,233.2,59.9,155.2,23.4,33.5
4289,33.48,54.24,243.8,2.02,15.7,223.2,58.3,149.1,22.3,32.5
4290,33.95,55.49,251.6,2.08,16.2,228.7,60.3,150.9,22.9,32.8
4291,37.83,59.19,272.5,2.28,17.6,250.1,65.7,162.9,24.9,35.9
4292,35.95,58.22,265.4,2.18,17.1,240.6,63.4,158.1,24.3,34.9
4293,34.78,54.1,249.0,2.04,15.9,228.7,59.6,150.0,23.2,33.5
4294,32.67,51.74,240.0,1.96,15.4,217.4,56.2,142.5,21.9,31.6
4295,30.75,49.5,224.3,1.83,14.4,204.6,53.7,137.0,20.3,30.1
4296,28.69,46.14,210.3,1.72,13.4,190.4,49.9,126.5,18.8,27.7
4297,26.74,42.84,196.3,1.64,12.8,180.9,47.6,118.9,18.1,26.0
4298,26.67,42.8,196.1,1.61,12.5,176.2,45.6,115.9,17.6,25.3
4299,26.31,42.26,192.3,1.58,12.3,175.2,45.2,116.2,17.5,25.6
4300,26.67,42.09,196.6,1.58,12.5,177.1,45.5,115.1,17.5,25.7
4301,28.42,45.25,210.7,1.73,13.5,191.0,50.2,126.9,19.1,27.5
4302,30.95,48.94,222.9,1.83,14.3,204.4,52.8,136.6,20.3,29.6
4303,33.7,53.94,245.2,1.99,15.6,223.5,57.6,149.7,22.2,32.2
4304,35.22,56.69,258.2,2.17,16.5,238.3,62.6,157.3,23.5,34.4
4305,37.43,59.59,273.1,2.22,17.4,248.0,64.3,163.2,25.1,36.1
4306,37.19,60.19,276.0,2.2,17.2,248.2,63.6,163.9,25.1,36.4
4307,38.17,61.26,274.8,2.27,17.7,251.9,64.6,165.9,24.9,36.6
4308,38.18,59.93,280.4,2.26,17.9,252.8,65.9,169.4,25.0,36.9
4309,37.4,59.03,274.3,2.25,17.2,246.9,63.7,161.9,25.1,36.0
4310,36.17,58.0,265.6,2.17,16.9,239.1,62.5,156.3,24.0,35.1
4311,35.0,56.45,258.8,2.12,16.3,234.7,61.7,154.4,23.5,33.6
4312,34.4,53.98,251.7,2.05,16.0,226.0,58.8,147.6,22.7,32.9
4313,32.73,52.97,238.9,1.98,15.2,219.4,57.5,146.4,21.8,32.2
4314,34.08,54.35,255.3,2.08,16.2,229.8,60.6,150.8,23.0,33.1
4315,36.4,58.29,269.9,2.17,17.0,244.0,64.0,160.3,24.7,35.9
4316,35.21,56.08,256.5,2.11,16.4,234.9,61.7,153.5,23.8,34.2
4317,33.75,54.0,244.0,2.04,15.5,223.1,58.4,147.7,22.5,32.1
4318,32.27,52.54,237.1,1.94,15.2,216.5,56.3,142.6,21.5,31.2
4319,30.16,49.3,226.0,1.83,14.3,202.9,53.1,135.2,20.3,29.1
4320,28.69,45.85,211.5,1.73,13.5,193.8,50.0,127.8,19.2,27.8
4321,26.99,42.87,200.8,1.62,12.5,180.7,47.3,118.8,18.3,26.3
4322,26.02,41.67,190.2,1.57,12.1,175.5,45.6,114.5,17.6,25.4
4323,26.18,41.45,188.7,1.58,12.1,173.0,45.2,113.8,17.4,24.7
4324,26.34,41.38,188.9,1.58,12.0,173.3,44.9,113.1,17.6,25.3
4325,26.32,41.98,192.8,1.59,12.5,176.7,45.3,114.9,17.7,25.6
4326,26.58,43.6,199.5,1.61,12.5,179.5,46.5,119.7,17.9,25.7
4327,28.69,45.33,210.7,1.74,13.3,190.5,49.3,125.2,18.8,27.6
4328,30.51,48.36,223.1,1.83,14.3,203.6,52.7,135.2,20.5,29.4
4329,31.89,51.48,239.2,1.91,15.3,215.7,56.4,141.3,21.7,31.2
4330,32.45,52.29,241.0,1.98,15.1,217.0,56.6,143.2,21.8,31.2
4331,33.25,53.28,241.9,1.98,15.3,221.0,56.9,146.9,22.2,32.3
4332,33.08,53.59,244.9,1.99,15.8,223.3,57.3,149.4,22.6,32.2
4333,31.94,51.16,236.7,1.97,15.2,215.6,55.2,143.4,21.3,31.3
4334,30.97,49.17,228.3,1.87,14.6,206.8,53.6,135.2,20.6,30.4
4335,29.55,47.67,217.7,1.77,13.7,196.9,50.7,128.7,19.6,28.8
4336,29.6,47.52,218.2,1.78,13.6,197.2,50.8,130.8,19.8,28.9
4337,29.84,48.61,220.5,1.83,13.8,200.0,51.3,133.4,20.1,28.7
4338,32.06,50.75,229.9,1.92,14.8,211.3,54.8,140.4,21.3,30.7
4339,34.55,55.0,247.0,2.07,15.8,227.2,59.3,150.1,22.8,33.4
4340,33.63,53.68,241.8,2.02,15.6,222.6,58.3,144.9,22.0,32.7
4341,32.18,51.0,233.8,1.89,15.1,213.4,54.9,138.8,21.3,31.2
4342,31.39,49.95,229.2,1.91,14.7,208.9,54.1,136.4,20.6,30.1
4343,30.01,48.32,222.1,1.83,14.3,202.1,51.9,131.8,20.5,29.6
4344,27.83,44.11,200.3,1.63,12.7,183.2,48.3,121.0,18.1,26.6
4345,25.11,40.87,184.0,1.51,11.8,168.4,44.1,112.6,17.0,24.2
4346,24.41,38.81,181.4,1.49,11.5,163.4,43.1,107.7,16.2,23.3
4347,24.48,38.84,178.4,1.44,11.4,161.3,41.8,106.7,16.0,23.6
4348,24.08,38.89,177.8,1.46,11.3,160.1,42.1,104.4,15.9,23.0
4349,24.02,38.54,176.2,1.44,11.3,161.5,42.2,105.2,16.2,23.5
4350,23.96,39.32,176.1,1.44,11.4,161.6,42.5,106.3,16.2,23.1
4351,25.49,41.18,186.6,1.53,11.8,170.9,44.6,113.0,17.3,24.8
4352,27.39,43.74,196.7,1.61,12.5,180.3,46.4,119.3,18.1,26.4
4353,27.7,45.22,208.3,1.68,13.0,187.3,48.6,125.2,18.7,27.5
4354,28.8,45.94,208.3,1.72,13.3,192.1,50.6,128.6,19.0,28.0
4355,29.11,46.45,214.3,1.78,13.9,196.3,50.3,129.8,19.4,28.7
4356,29.01,47.53,218.9,1.78,13.5,196.1,51.7,127.9,19.6,28.2
4357,27.86,45.38,204.5,1.7,13.0,188.0,49.5,122.8,19.0,27.3
4358,27.16,42.83,200.5,1.61,12.4,180.2,46.8,117.4,18.2,26.4
4359,25.98,42.41,196.0,1.57,12.3,175.7,45.3,115.9,17.7,25.8
4360,25.81,42.05,190.3,1.56,12.3,172.9,44.4,113.4,17.5,24.9
4361,25.8,41.05,191.0,1.54,12.1,172.0,45.2,113.5,17.0,25.1
4362,28.91,45.9,213.1,1.72,13.4,192.0,49.3,125.1,19.0,27.6
4363,32.59,52.11,243.4,1.97,15.4,218.3,56.3,143.7,21.8,31.4
4364,33.13,52.68,245.5,2.02,15.4,221.8,58.0,148.3,22.1,32.2
4365,32.6,52.18,238.8,1.93,15.1,217.4,57.0,145.3,21.5,31.7
4366,32.25,50.72,235.5,1.9,15.0,212.5,56.0,140.7,21.2,30.4
4367,29.84,48.07,221.0,1.81,14.0,200.0,52.5,132.0,20.2,28.7
4368,27.94,44.63,203.1,1.68,13.2,186.4,47.9,124.8,18.4,27.3
4369,26.42,42.22,198.0,1.62,12.4,178.2,46.5,119.1,17.9,25.7
4370,25.82,41.52,188.8,1.55,12.2,173.4,44.6,116.0,17.4,25.0
4371,25.93,41.08,189.2,1.57,12.3,173.2,44.7,114.6,17.3,25.3
4372,26.37,42.25,191.3,1.55,12.1,174.9,45.4,115.9,17.4,25.7
4373,28.43,45.52,203.9,1.67,13.0,187.0,49.3,122.9,18.8,27.2
4374,29.63,47.72,216.7,1.81,14.1,198.4,51.6,129.4,19.9,28.8
4375,33.37,52.2,245.0,2.0,15.2,220.2,56.9,147.4,22.0,31.5
4376,35.61,55.61,261.0,2.11,16.5,234.2,61.7,152.9,23.7,33.6
4377,37.07,59.41,269.8,2.24,17.4,248.5,64.9,163.0,25.2,35.5
4378,38.29,61.08,280.1,2.26,17.8,255.3,65.9,169.4,25.6,37.1
4379,38.98,61.09,285.7,2.3,18.1,256.4,67.3,169.0,26.0,36.7
4380,39.26,62.12,287.2,2.34,18.4,259.6,67.5,173.0,25.8,37.5
4381,38.8,61.35,282.1,2.27,17.9,255.6,67.0,167.5,25.3,37.0
4382,38.1,59.91,276.8,2.28,17.5,252.1,65.9,164.0,25.6,37.0
4383,36.96,58.47,272.0,2.22,17.3,245.5,63.1,160.6,24.2,35.3
4384,34.64,55.28,257.0,2.1,16.1,232.5,59.9,155.3,23.1,33.5
4385,32.74,53.5,246.3,1.98,15.7,220.7,57.8,145.1,21.9,31.7
4386,34.12,53.5,251.1,2.03,15.8,225.9,59.5,151.1,22.9,33.2
4387,34.65,55.37,253.3,2.1,16.4,231.9,60.3,151.2,23.3,33.4
4388,33.05,51.82,238.5,1.94,15.4,218.9,56.7,145.3,21.8,31.9
4389,31.1,48.57,228.2,1.86,14.3,205.4,53.7,135.9,20.7,29.7
4390,29.22,47.12,213.0,1.76,13.8,195.5,51.3,130.4,19.4,28.6
4391,27.38,43.2,197.6,1.62,12.7,181.4,47.8,120.2,18.0,26.6
4392,28.57,45.11,209.7,1.73,13.4,189.9,49.0,126.1,19.0,27.2
4393,27.89,45.29,208.9,1.67,13.3,188.2,48.7,124.7,18.6,27.3
4394,27.67,44.0,200.8,1.63,12.8,182.9,46.9,121.4,18.0,26.5
4395,27.63,44.24,197.6,1.63,12.6,182.0,47.6,119.7,18.1,26.5
4396,28.3,44.79,209.0,1.7,13.3,187.5,48.9,122.6,18.6,27.0
4397,28.37,45.38,203.0,1.69,13.2,186.9,48.6,123.5,18.5,26.7
4398,29.38,47.44,220.2,1.76,13.9,197.6,50.7,131.5,19.7,28.8
4399,32.95,51.75,239.7,1.97,15.2,217.9,55.8,144.0,21.6,31.2
4400,36.1,56.59,260.2,2.16,16.9,238.9,62.7,159.1,23.7,34.5
4401,37.84,60.31,274.0,2.23,17.3,250.9,64.4,166.7,25.3,36.3
4402,38.26,60.24,273.7,2.29,17.5,252.2,65.8,166.9,25.4,36.2
4403,38.86,61.05,280.5,2.3,18.1,257.9,67.8,168.3,26.1,37.5
4404,39.1,61.79,284.6,2.32,18.3,259.6,67.3,170.4,25.7,37.6
4405,38.98,61.25,279.0,2.34,18.1,256.6,67.2,168.4,25.7,37.3
4406,37.15,59.57,277.7,2.25,17.4,250.7,65.1,166.0,25.1,36.1
4407,36.61,57.91,263.7,2.17,16.7,242.4,63.2,160.0,23.9,34.8
4408,35.19,57.03,255.6,2.14,16.4,235.0,61.7,156.1,23.6,34.5
4409,34.4,53.85,249.2,2.02,15.8,227.0,58.6,150.9,22.6,32.5
4410,35.35,55.42,259.5,2.12,16.2,232.6,61.3,154.2,23.4,34.1
4411,36.59,59.72,270.7,2.2,17.5,247.3,63.6,163.8,24.8,36.3
4412,36.11,57.37,264.2,2.18,16.9,241.0,63.1,159.8,24.3,34.8
4413,33.37,54.15,244.5,2.0,15.6,224.0,58.9,147.8,22.5,32.9
4414,31.75,51.32,235.7,1.92,14.6,211.4,54.8,139.1,21.2,30.8
4415,29.43,47.3,217.6,1.76,13.8,197.9,52.1,129.2,20.0,28.5
4416,27.5,44.98,206.5,1.68,12.8,185.8,48.2,123.2,18.8,27.1
4417,26.21,42.07,195.3,1.6,12.4,177.1,46.5,115.7,17.8,25.4
4418,26.27,41.16,191.5,1.58,12.3,173.4,45.2,113.3,17.5,24.9
4419,25.65,40.78,191.6,1.53,12.0,171.9,44.8,114.3,17.3,24.8
4420,26.02,41.56,193.0,1.58,12.1,174.3,45.0,114.6,17.4,25.5
4421,28.18,44.6,204.5,1.67,12.9,186.2,48.6,122.5,18.4,27.2
4422,29.25,47.77,216.9,1.78,13.7,197.3,52.0,131.3,19.8,28.2
4423,32.84,52.27,239.9,1.98,15.2,219.4,56.3,142.7,22.1,31.8
4424,36.48,58.12,266.5,2.17,17.0,239.9,62.7,156.2,24.2,34.9
4425,37.44,59.59,269.5,2.23,17.3,247.8,63.5,164.7,24.9,36.4
4426,37.67,59.03,271.9,2.2,17.6,247.9,64.9,162.9,24.5,35.8
4427,38.08,62.39,278.5,2.31,18.0,256.8,66.5,170.1,26.1,36.8
4428,37.38,59.92,276.1,2.24,17.4,248.3,64.7,161.8,24.6,35.6
4429,36.24,58.01,264.6,2.19,16.8,241.6,63.3,158.0,24.4,34.9
4430,35.76,56.68,262.0,2.09,16.4,235.8,60.9,156.7,23.6,34.2
4431,34.36,54.67,250.7,2.05,15.9,229.5,59.5,150.2,23.0,33.2
4432,33.16,53.03,240.5,1.99,15.4,220.9,57.6,145.4,22.4,32.1
4433,32.91,51.96,239.7,1.96,15.2,219.3,57.3,143.1,21.9,31.8
4434,33.83,54.84,250.4,2.05,15.8,226.7,59.0,148.2,22.8,32.7
4435,36.89,58.91,267.3,2.25,17.0,246.3,63.3,162.2,24.7,35.3
4436,35.49,58.05,261.3,2.16,16.7,239.8,62.9,159.1,23.8,34.9
4437,33.47,54.79,247.1,2.02,16.1,226.3,58.3,150.1,22.9,33.2
4438,32.56,51.85,240.0,1.98,15.4,219.0,56.9,144.9,21.9,32.1
4439,30.39,48.71,221.4,1.84,14.2,204.3,52.6,133.2,20.2,29.7
4440,28.64,44.91,208.1,1.69,13.3,189.6,49.0,125.9,19.1,27.7
4441,27.33,43.89,200.0,1.63,12.5,180.7,46.6,118.0,18.0,25.8
4442,25.95,42.3,193.3,1.58,12.2,175.1,45.7,115.4,17.4,25.6
4443,26.07,42.52,191.8,1.56,12.3,174.7,45.0,116.8,17.2,25.1
4444,26.89,42.05,192.8,1.57,12.3,176.8,45.4,115.4,17.8,25.7
4445,28.51,45.88,208.4,1.68,13.2,188.6,49.3,123.2,18.8,27.4
4446,29.58,47.27,219.1,1.8,14.1,199.0,51.5,130.3,19.9,29.0
4447,32.46,52.05,243.3,2.0,15.1,219.4,57.7,146.1,22.2,31.5
4448,35.85,56.52,260.0,2.13,16.5,238.7,61.9,155.5,24.0,34.7
4449,37.21,59.14,278.4,2.23,17.6,250.1,64.6,165.9,24.6,35.8
4450,37.03,59.48,276.5,2.24,17.3,249.5,65.6,166.4,25.0,35.9
4451,38.37,60.45,282.2,2.28,17.7,253.4,66.8,164.8,25.2,37.3
4452,37.41,60.28,280.5,2.25,17.7,251.7,66.1,167.9,24.8,36.3
4453,37.82,60.54,275.6,2.26,17.6,250.3,64.9,164.3,25.4,36.1
4454,37.35,59.83,273.1,2.24,17.6,248.3,65.3,162.6,24.6,36.4
4455,36.29,58.36,263.9,2.17,16.8,240.8,62.8,158.9,24.1,35.0
4456,34.37,56.0,251.9,2.06,16.0,230.2,59.9,151.6,22.8,33.3
4457,33.44,53.26,244.8,2.02,15.7,222.3,57.9,148.3,22.2,32.5
4458,34.42,54.6,248.9,2.05,16.1,227.4,59.8,150.5,22.6,32.5
4459,37.08,57.91,271.4,2.22,17.0,244.1,64.1,162.6,24.1,35.6
4460,36.15,56.58,260.4,2.15,16.8,238.7,61.9,157.7,23.6,34.2
4461,34.02,54.77,250.0,2.04,15.7,226.8,59.0,151.5,23.0,32.9
4462,32.49,52.52,238.4,1.95,15.3,219.7,56.5,146.2,21.9,31.8
4463,30.22,49.18,221.7,1.84,14.0,202.6,52.3,135.2,20.1,29.6
4464,28.05,45.66,207.6,1.68,13.2,188.5,49.2,124.4,19.0,27.1
4465,26.99,43.03,195.4,1.59,12.6,178.3,46.4,116.1,18.1,25.5
4466,25.31,40.71,187.7,1.51,12.1,170.8,43.8,112.6,17.0,25.0
4467,25.42,40.52,186.9,1.53,12.0,170.9,44.1,111.1,16.9,24.5
4468,25.72,41.48,188.7,1.56,12.1,172.8,45.2,114.0,17.4,25.2
4469,27.45,44.43,204.5,1.66,12.8,184.5,47.5,120.5,18.6,26.7
4470,29.35,47.09,217.8,1.78,13.6,196.2,51.5,129.6,19.4,28.7
4471,32.19,50.93,237.7,1.94,15.0,214.8,56.3,140.9,21.2,31.0
4472,34.8,55.44,255.3,2.09,16.0,230.9,60.3,151.5,22.9,33.3
4473,36.96,59.11,267.7,2.18,17.1,243.9,63.6,160.4,24.5,35.0
4474,36.83,59.3,274.4,2.24,17.4,247.8,63.6,161.4,24.9,35.7
4475,37.46,60.34,276.6,2.25,17.6,249.8,64.5,165.2,25.1,36.0
4476,37.45,60.55,273.8,2.27,17.3,249.2,65.3,162.4,25.3,35.7
4477,36.88,58.35,269.4,2.2,16.9,243.7,63.1,159.0,24.5,35.2
4478,35.64,57.63,260.7,2.18,16.7,239.7,62.0,156.7,24.1,34.8
4479,35.43,55.98,256.4,2.08,16.3,234.2,61.2,153.1,23.2,34.0
4480,33.3,53.66,247.8,2.01,15.7,224.7,57.6,150.5,22.6,32.6
4481,32.88,52.09,240.9,1.98,15.1,217.3,56.0,144.0,21.8,32.0
4482,33.65,53.36,241.5,1.99,15.8,222.5,57.4,144.7,22.2,32.3
4483,35.33,57.48,263.5,2.11,16.5,237.4,61.1,158.4,23.6,34.5
4484,34.38,55.39,255.9,2.07,16.2,229.4,59.6,152.0,22.6,33.1
4485,32.68,52.32,240.9,1.95,15.1,216.9,56.7,141.4,21.6,31.9
4486,32.02,50.18,234.2,1.92,14.8,212.0,54.3,138.1,21.2,30.9
4487,30.42,48.0,216.6,1.79,14.0,199.8,51.3,132.0,20.3,29.2
4488,28.04,44.99,204.8,1.71,13.0,188.1,48.8,125.1,19.1,27.6
4489,27.14,42.64,195.7,1.6,12.4,178.9,45.8,118.3,18.0,25.8
4490,25.95,41.29,190.3,1.57,12.1,174.0,45.3,113.8,17.5,25.4
4491,26.18,40.89,191.8,1.55,12.0,172.3,44.5,113.5,17.4,25.0
4492,26.0,41.38,190.9,1.56,12.2,172.0,44.9,114.6,17.4,25.3
4493,26.13,42.6,195.7,1.61,12.4,176.1,45.6,116.8,17.6,25.6
4494,26.79,42.41,198.6,1.6,12.5,178.5,46.4,118.6,17.8,26.2
4495,28.39,45.64,214.3,1.75,13.3,192.1,50.2,126.4,19.4,28.1
4496,30.52,48.77,227.5,1.87,14.2,205.4,52.8,135.4,20.7,30.0
4497,31.8,51.22,235.3,1.91,14.8,213.8,55.7,141.4,21.1,31.0
4498,32.45,51.48,239.6,1.95,14.9,215.7,56.4,142.2,21.5,31.7
4499,32.52,53.23,240.7,1.98,15.3,218.9,56.7,143.7,21.7,31.5
4500,33.09,52.21,238.6,2.0,15.1,218.5,56.4,146.3,22.0,31.7
4501,31.58,51.01,231.6,1.91,14.7,211.9,54.3,138.6,21.4,30.4
4502,30.8,49.77,229.8,1.84,14.6,206.4,54.0,135.0,20.7,29.6
4503,30.06,48.66,221.9,1.82,14.3,202.7,53.1,135.3,20.0,29.4
4504,29.95,48.26,218.6,1.79,14.0,199.2,51.8,133.2,20.1,28.9
4505,29.8,48.68,223.0,1.78,14.0,199.9,51.4,132.9,20.0,28.7
4506,31.64,50.62,231.4,1.89,14.8,212.1,55.0,138.7,21.1,31.0
4507,33.86,53.93,246.2,2.06,15.7,227.1,59.9,150.3,22.4,33.1
4508,33.25,52.89,245.7,2.04,15.7,223.5,58.5,147.1,22.0,32.4
4509,32.02,51.19,233.5,1.93,14.9,213.2,55.7,142.1,21.6,30.6
4510,31.26,50.48,229.5,1.86,14.4,208.3,54.1,137.2,20.5,30.1
4511,29.64,47.36,218.5,1.79,13.8,196.1,51.2,129.8,19.9,28.2
4512,28.07,44.33,205.5,1.66,13.0,184.5,48.0,123.3,18.2,26.6
4513,26.57,42.26,193.5,1.59,12.4,174.8,45.2,115.1,17.6,25.3
4514,25.8,41.29,185.4,1.54,11.8,170.0,43.6,112.4,16.9,24.8
4515,25.16,39.79,183.9,1.51,11.6,168.1,43.7,109.7,17.0,24.0
4516,25.04,39.89,186.1,1.5,11.8,166.9,43.9,110.3,16.8,24.1
4517,25.36,39.75,186.1,1.52,11.6,167.3,43.2,109.2,16.9,24.4
4518,24.95,40.17,182.8,1.5,11.6,168.2,43.6,112.6,16.8,24.4
4519,26.87,42.93,195.4,1.59,12.3,177.5,45.5,115.5,18.0,25.4
4520,27.82,44.99,204.0,1.69,12.9,185.2,48.8,123.6,18.7,27.2
4521,29.31,46.77,210.3,1.75,13.4,193.8,50.7,127.0,19.3,28.4
4522,29.62,47.91,217.8,1.77,14.0,198.6,51.2,129.9,20.0,28.9
4523,30.69,47.82,221.8,1.83,14.2,201.7,52.1,134.9,20.2,29.4
4524,29.93,48.22,218.9,1.82,13.9,201.0,52.4,131.4,20.0,28.7
4525,28.7,45.9,206.8,1.69,13.1,190.0,48.7,123.8,19.0,27.7
4526,27.38,43.93,199.1,1.63,12.6,181.5,46.9,121.0,18.3,26.3
4527,26.43,43.03,194.2,1.6,12.6,177.3,45.6,115.7,18.0,26.1
4528,26.32,43.13,192.9,1.6,12.6,177.1,46.2,117.7,17.8,25.9
4529,27.15,42.89,195.9,1.6,12.7,179.3,46.6,118.3,18.0,25.7
4530,28.78,47.01,214.4,1.76,13.7,193.6,51.1,127.2,19.4,27.8
4531,32.7,51.03,239.9,1.93,15.0,215.1,55.4,143.5,21.3,31.4
4532,32.92,52.85,236.5,1.94,15.4,217.0,57.1,141.9,21.4,31.1
4533,31.5,50.95,230.4,1.89,14.7,209.9,53.9,138.4,21.0,30.5
4534,30.72,48.76,226.5,1.87,14.4,205.0,53.8,135.5,20.2,29.7
4535,28.95,45.58,209.5,1.75,13.4,192.8,50.3,126.2,19.3,28.2
4536,26.94,43.55,197.8,1.63,12.6,180.8,47.4,118.7,17.8,25.9
4537,25.99,41.87,191.2,1.53,12.1,172.1,44.3,113.9,17.0,24.9
4538,25.51,40.17,186.8,1.53,11.7,169.5,43.5,112.0,17.1,24.3
4539,25.54,40.26,184.2,1.5,11.8,168.5,43.6,111.6,17.1,24.1
4540,25.42,40.37,189.0,1.52,11.9,170.3,44.0,113.0,17.0,24.4
4541,27.04,42.72,198.0,1.62,12.8,180.6,47.0,118.0,18.2,26.5
4542,29.27,45.76,215.3,1.72,13.4,193.1,50.4,128.0,19.2,28.2
4543,32.4,51.43,232.5,1.92,14.8,213.1,55.0,142.2,21.6,30.7
4544,34.76,55.65,250.5,2.05,16.3,230.3,59.7,152.9,23.3,33.9
4545,35.29,58.02,263.5,2.16,16.8,238.3,62.2,156.9,23.8,34.3
4546,36.64,59.4,266.9,2.22,17.0,244.0,63.2,159.7,24.1,35.6
4547,37.47,59.99,276.6,2.27,17.7,249.5,65.5,165.1,25.0,35.9
4548,37.09,59.82,278.1,2.26,17.5,250.3,65.6,163.8,25.2,36.7
4549,36.54,59.45,273.4,2.19,17.3,245.3,64.1,159.6,24.7,36.0
4550,36.22,57.12,264.0,2.15,17.0,240.8,62.2,159.9,24.3,34.6
4551,35.76,55.94,258.9,2.11,16.2,235.1,61.1,154.5,23.6,34.3
4552,33.41,53.38,249.2,2.01,15.6,225.3,58.0,150.7,22.2,33.1
4553,32.27,51.78,240.1,1.97,15.3,218.3,57.5,145.7,21.9,31.2
4554,34.16,55.11,252.8,2.07,15.7,228.1,59.1,151.1,23.1,32.8
4555,35.99,57.8,261.2,2.17,17.0,240.8,63.1,161.0,24.0,34.7
4556,35.17,55.98,256.1,2.09,16.6,233.5,60.4,152.4,23.3,33.9
4557,32.93,53.2,245.3,1.96,15.6,220.0,57.0,144.0,22.0,31.5
4558,32.12,50.46,233.6,1.91,14.6,211.3,54.7,140.7,21.1,30.6
4559,29.77,48.21,216.3,1.8,13.9,198.0,50.8,132.5,19.6,28.6
4560,27.77,43.94,203.2,1.68,13.0,185.5,48.3,123.5,18.7,26.7
4561,26.48,42.32,193.0,1.6,12.3,177.4,46.8,115.8,17.8,25.7
4562,25.7,41.81,190.7,1.56,12.1,173.0,44.4,112.6,17.4,25.5
